A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,16,0.263,1.461,0.584,2.308
1500,1500,1500,16,0.287,1.466,0.754,2.507
1500,1500,1500,16,0.215,1.452,0.527,2.194
1500,1500,1500,16,0.219,1.482,0.631,2.331
1500,1500,1500,16,0.302,1.440,0.604,2.346
1500,1500,1500,16,0.225,1.461,0.643,2.328
1500,1500,1500,16,0.275,1.481,0.724,2.480
1500,1500,1500,16,0.215,1.474,0.685,2.374
1500,1500,1500,16,0.209,1.529,0.594,2.332
1500,1500,1500,16,0.207,1.468,0.766,2.442
1500,1500,1500,16,0.369,1.460,0.770,2.599
1500,1500,1500,16,0.263,1.483,0.703,2.449
1500,1500,1500,16,0.195,1.479,0.583,2.258
1500,1500,1500,16,0.235,1.474,0.669,2.377
1500,1500,1500,16,0.227,1.527,0.640,2.394
