A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,4,0.002,0.056,0.008,0.066
500,500,500,4,0.001,0.055,0.004,0.060
500,500,500,4,0.002,0.058,0.005,0.065
500,500,500,4,0.002,0.058,0.006,0.066
500,500,500,4,0.002,0.059,0.003,0.063
500,500,500,4,0.001,0.058,0.003,0.063
500,500,500,4,0.002,0.061,0.005,0.068
500,500,500,4,0.001,0.061,0.003,0.065
500,500,500,4,0.001,0.061,0.003,0.066
500,500,500,4,0.002,0.061,0.003,0.066
500,500,500,4,0.002,0.061,0.003,0.066
500,500,500,4,0.001,0.061,0.003,0.065
500,500,500,4,0.001,0.062,0.003,0.066
500,500,500,4,0.002,0.065,0.004,0.071
500,500,500,4,0.002,0.067,0.007,0.075
