A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.004,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.004,0.004
250,250,250,8,0.001,0.004,0.005
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.004,0.004
250,250,250,8,0.001,0.003,0.004
250,250,250,8,0.001,0.004,0.005
250,250,250,8,0.001,0.004,0.005
250,250,250,8,0.001,0.004,0.005
250,250,250,8,0.001,0.004,0.005
250,250,250,8,0.001,0.004,0.005
250,250,250,8,0.001,0.004,0.005
250,250,250,8,0.001,0.005,0.005
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.006,0.007
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.007,0.008
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.007,0.008
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.005,0.005,0.010
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.007
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.007,0.008
250,250,250,8,0.001,0.006,0.007
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.006,0.007
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
250,250,250,8,0.001,0.005,0.006
