A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
250,250,250,32,0.390,1.154,1.544
250,250,250,32,0.429,1.203,1.632
250,250,250,32,0.529,1.264,1.794
250,250,250,32,0.384,0.990,1.374
250,250,250,32,0.432,1.131,1.564
250,250,250,32,0.431,1.082,1.512
250,250,250,32,0.418,1.564,1.982
250,250,250,32,0.384,1.190,1.574
250,250,250,32,0.451,1.215,1.665
250,250,250,32,0.519,1.382,1.901
250,250,250,32,0.489,1.244,1.733
250,250,250,32,0.415,1.218,1.633
250,250,250,32,0.450,1.069,1.519
250,250,250,32,0.430,1.101,1.530
250,250,250,32,0.347,1.298,1.645
250,250,250,32,0.485,1.126,1.610
250,250,250,32,0.415,1.038,1.453
250,250,250,32,0.443,1.147,1.590
250,250,250,32,0.367,1.279,1.645
250,250,250,32,0.404,1.217,1.621
250,250,250,32,0.394,1.398,1.792
250,250,250,32,0.439,1.310,1.749
250,250,250,32,0.433,1.342,1.775
250,250,250,32,0.435,1.291,1.727
250,250,250,32,0.386,1.183,1.569
250,250,250,32,0.379,1.226,1.605
250,250,250,32,0.380,1.211,1.590
250,250,250,32,0.463,1.305,1.768
250,250,250,32,0.341,1.031,1.372
250,250,250,32,0.453,1.347,1.800
250,250,250,32,0.403,1.267,1.670
250,250,250,32,0.449,1.296,1.744
250,250,250,32,0.391,1.319,1.711
250,250,250,32,0.470,1.401,1.872
250,250,250,32,0.503,1.253,1.757
250,250,250,32,0.511,1.312,1.823
250,250,250,32,0.361,1.189,1.549
250,250,250,32,0.489,1.217,1.705
250,250,250,32,0.429,1.249,1.678
250,250,250,32,0.447,1.129,1.576
250,250,250,32,0.462,1.021,1.483
250,250,250,32,0.409,1.182,1.590
250,250,250,32,0.455,1.370,1.826
250,250,250,32,0.355,1.400,1.755
250,250,250,32,0.410,1.182,1.591
250,250,250,32,0.451,1.166,1.617
250,250,250,32,0.352,1.269,1.621
250,250,250,32,0.396,1.148,1.544
250,250,250,32,0.353,1.257,1.610
250,250,250,32,0.409,1.320,1.729
250,250,250,32,0.430,1.360,1.791
250,250,250,32,0.404,1.291,1.695
250,250,250,32,0.400,1.009,1.409
250,250,250,32,0.480,1.143,1.623
250,250,250,32,0.333,1.164,1.496
250,250,250,32,0.485,1.262,1.747
250,250,250,32,0.391,1.318,1.708
250,250,250,32,0.454,1.248,1.702
250,250,250,32,0.340,1.274,1.613
250,250,250,32,0.364,1.269,1.633
250,250,250,32,0.343,1.193,1.536
250,250,250,32,0.444,1.187,1.632
250,250,250,32,0.467,1.240,1.707
250,250,250,32,0.434,1.313,1.747
250,250,250,32,0.400,1.269,1.668
250,250,250,32,0.373,1.610,1.983
250,250,250,32,0.380,1.330,1.709
250,250,250,32,0.347,1.316,1.663
250,250,250,32,0.384,1.268,1.652
250,250,250,32,0.388,1.206,1.593
250,250,250,32,0.488,1.279,1.767
250,250,250,32,0.411,1.253,1.664
250,250,250,32,0.457,1.258,1.715
250,250,250,32,0.365,1.350,1.715
250,250,250,32,0.370,1.315,1.685
250,250,250,32,0.381,1.266,1.646
250,250,250,32,0.448,1.295,1.744
250,250,250,32,0.399,1.150,1.550
250,250,250,32,0.407,1.101,1.508
250,250,250,32,0.453,1.297,1.750
250,250,250,32,0.456,1.178,1.634
250,250,250,32,0.526,1.351,1.876
250,250,250,32,0.439,1.255,1.694
250,250,250,32,0.408,1.333,1.741
250,250,250,32,0.339,1.034,1.373
250,250,250,32,0.387,1.169,1.556
250,250,250,32,0.450,1.028,1.478
250,250,250,32,0.394,1.239,1.632
250,250,250,32,0.531,1.462,1.993
250,250,250,32,0.349,1.081,1.430
250,250,250,32,0.395,1.498,1.893
250,250,250,32,0.419,1.288,1.707
250,250,250,32,0.462,1.288,1.750
250,250,250,32,0.453,1.227,1.680
250,250,250,32,0.350,1.267,1.617
250,250,250,32,0.389,1.462,1.851
250,250,250,32,0.459,1.289,1.748
250,250,250,32,0.443,1.167,1.610
250,250,250,32,0.350,1.286,1.636
250,250,250,32,0.447,1.251,1.699
