A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
250,250,250,16,0.132,0.407,0.539
250,250,250,16,0.126,0.646,0.773
250,250,250,16,0.112,0.586,0.698
250,250,250,16,0.097,0.523,0.620
250,250,250,16,0.069,0.547,0.616
250,250,250,16,0.106,0.642,0.749
250,250,250,16,0.167,0.488,0.656
250,250,250,16,0.157,0.372,0.529
250,250,250,16,0.141,0.446,0.586
250,250,250,16,0.080,0.559,0.639
250,250,250,16,0.069,0.475,0.544
250,250,250,16,0.104,0.502,0.607
250,250,250,16,0.091,0.437,0.527
250,250,250,16,0.071,0.361,0.432
250,250,250,16,0.105,0.487,0.592
250,250,250,16,0.108,0.561,0.669
250,250,250,16,0.100,0.320,0.419
250,250,250,16,0.134,0.650,0.784
250,250,250,16,0.092,0.376,0.468
250,250,250,16,0.088,0.449,0.537
250,250,250,16,0.127,0.422,0.549
250,250,250,16,0.153,0.482,0.635
250,250,250,16,0.155,0.508,0.663
250,250,250,16,0.115,0.505,0.621
250,250,250,16,0.131,0.470,0.602
250,250,250,16,0.090,0.522,0.612
250,250,250,16,0.098,0.359,0.457
250,250,250,16,0.103,0.546,0.649
250,250,250,16,0.100,0.526,0.626
250,250,250,16,0.102,0.554,0.656
250,250,250,16,0.052,0.620,0.672
250,250,250,16,0.146,0.503,0.649
250,250,250,16,0.136,0.511,0.646
250,250,250,16,0.096,0.509,0.606
250,250,250,16,0.100,0.549,0.649
250,250,250,16,0.114,0.556,0.671
250,250,250,16,0.095,0.419,0.514
250,250,250,16,0.117,0.594,0.711
250,250,250,16,0.116,0.533,0.650
250,250,250,16,0.170,0.618,0.788
250,250,250,16,0.099,0.387,0.486
250,250,250,16,0.107,0.547,0.655
250,250,250,16,0.110,0.394,0.504
250,250,250,16,0.152,0.450,0.602
250,250,250,16,0.113,0.383,0.497
250,250,250,16,0.150,0.559,0.709
250,250,250,16,0.093,0.417,0.510
250,250,250,16,0.103,0.521,0.624
250,250,250,16,0.098,0.416,0.514
250,250,250,16,0.142,0.511,0.653
250,250,250,16,0.082,0.287,0.369
250,250,250,16,0.158,0.471,0.629
250,250,250,16,0.078,0.329,0.407
250,250,250,16,0.129,0.572,0.701
250,250,250,16,0.089,0.348,0.437
250,250,250,16,0.099,0.524,0.622
250,250,250,16,0.109,0.308,0.417
250,250,250,16,0.077,0.318,0.396
250,250,250,16,0.108,0.559,0.667
250,250,250,16,0.126,0.370,0.496
250,250,250,16,0.128,0.518,0.647
250,250,250,16,0.093,0.548,0.641
250,250,250,16,0.095,0.468,0.562
250,250,250,16,0.110,0.395,0.505
250,250,250,16,0.135,0.527,0.663
250,250,250,16,0.089,0.566,0.655
250,250,250,16,0.134,0.413,0.547
250,250,250,16,0.117,0.515,0.632
250,250,250,16,0.087,0.287,0.374
250,250,250,16,0.138,0.401,0.539
250,250,250,16,0.112,0.497,0.608
250,250,250,16,0.098,0.515,0.613
250,250,250,16,0.164,0.532,0.696
250,250,250,16,0.099,0.359,0.458
250,250,250,16,0.102,0.472,0.574
250,250,250,16,0.102,0.495,0.597
250,250,250,16,0.098,0.544,0.643
250,250,250,16,0.125,0.554,0.679
250,250,250,16,0.119,0.570,0.689
250,250,250,16,0.112,0.384,0.495
250,250,250,16,0.126,0.504,0.630
250,250,250,16,0.085,0.306,0.391
250,250,250,16,0.126,0.533,0.659
250,250,250,16,0.116,0.544,0.660
250,250,250,16,0.149,0.386,0.535
250,250,250,16,0.069,0.422,0.490
250,250,250,16,0.111,0.395,0.506
250,250,250,16,0.138,0.767,0.905
250,250,250,16,0.153,0.515,0.668
250,250,250,16,0.126,0.461,0.587
250,250,250,16,0.166,0.539,0.705
250,250,250,16,0.109,0.579,0.688
250,250,250,16,0.133,0.462,0.595
250,250,250,16,0.122,0.451,0.573
250,250,250,16,0.090,0.450,0.540
250,250,250,16,0.115,0.552,0.667
250,250,250,16,0.176,0.550,0.726
250,250,250,16,0.095,0.641,0.736
250,250,250,16,0.088,0.309,0.398
250,250,250,16,0.080,0.449,0.529
