NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
262144,512,5,2,0.121713,0.078676,0.162,0.107,0.040,189.73
262144,512,5,2,0.173156,0.078545,0.169,0.131,0.085,193.21
262144,512,5,2,0.169746,0.099446,0.181,0.140,0.091,193.39
262144,512,5,2,0.294980,0.083800,0.212,0.195,0.169,196.00
262144,512,5,2,0.217532,0.077502,0.198,0.153,0.099,194.69
262144,512,5,2,0.159709,0.073532,0.137,0.123,0.099,191.54
262144,512,5,2,0.170320,0.070595,0.180,0.126,0.063,193.34
262144,512,5,2,0.121035,0.086018,0.147,0.110,0.063,189.63
262144,512,5,2,0.147431,0.079950,0.146,0.120,0.083,192.16
262144,512,5,2,0.135033,0.075567,0.124,0.113,0.090,189.36
262144,512,5,2,0.184488,0.103671,0.237,0.149,0.054,194.73
262144,512,5,2,0.130862,0.078308,0.167,0.112,0.044,189.77
262144,512,5,2,0.299210,0.079205,0.283,0.194,0.098,196.32
262144,512,5,2,0.176477,0.079567,0.202,0.133,0.056,194.06
262144,512,5,2,0.234529,0.073304,0.222,0.159,0.089,194.89
262144,512,5,2,0.168668,0.070169,0.131,0.125,0.110,192.56
262144,512,5,2,0.137618,0.077181,0.160,0.114,0.057,190.82
262144,512,5,2,0.233167,0.073409,0.196,0.158,0.113,195.20
262144,512,5,2,0.107732,0.077196,0.146,0.100,0.042,187.84
262144,512,5,2,0.130418,0.077453,0.147,0.110,0.063,191.77
262144,512,5,2,0.122138,0.079414,0.159,0.107,0.045,191.27
262144,512,5,2,0.115053,0.083023,0.161,0.105,0.040,190.34
262144,512,5,2,0.111359,0.072727,0.127,0.097,0.059,191.76
262144,512,5,2,0.322765,0.081358,0.248,0.206,0.158,196.88
262144,512,5,2,0.199766,0.077879,0.110,0.144,0.170,194.20
