NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
262144,512,5,0,0.008141,0.027077,0.037,0.037,0.000,100.23
262144,512,5,0,0.007693,0.026260,0.036,0.036,0.000,100.29
262144,512,5,0,0.006979,0.025290,0.034,0.034,0.000,100.42
262144,512,5,0,0.008049,0.025865,0.036,0.036,0.000,100.25
262144,512,5,0,0.006728,0.024408,0.033,0.033,0.000,100.55
262144,512,5,0,0.008348,0.027241,0.038,0.038,0.000,100.27
262144,512,5,0,0.007662,0.024970,0.035,0.034,0.000,100.21
262144,512,5,0,0.007483,0.024804,0.034,0.034,0.000,100.15
262144,512,5,0,0.007816,0.026188,0.036,0.036,0.000,100.27
262144,512,5,0,0.007199,0.028535,0.037,0.037,0.000,100.20
262144,512,5,0,0.006670,0.026407,0.035,0.035,0.000,100.39
262144,512,5,0,0.007580,0.024864,0.034,0.034,0.000,100.24
262144,512,5,0,0.007129,0.028267,0.037,0.037,0.000,100.21
262144,512,5,0,0.006997,0.023411,0.032,0.032,0.000,100.40
262144,512,5,0,0.006717,0.024925,0.034,0.034,0.000,100.22
262144,512,5,0,0.006519,0.024824,0.033,0.033,0.000,100.46
262144,512,5,0,0.007292,0.025143,0.035,0.035,0.000,100.06
262144,512,5,0,0.007434,0.028325,0.038,0.038,0.000,100.54
262144,512,5,0,0.007068,0.029001,0.038,0.039,0.000,100.34
262144,512,5,0,0.007818,0.035870,0.046,0.046,0.000,100.32
262144,512,5,0,0.008216,0.032286,0.035,0.043,0.009,100.25
262144,512,5,0,0.008727,0.027140,0.038,0.038,0.000,100.38
262144,512,5,0,0.008070,0.026193,0.037,0.036,0.000,100.44
262144,512,5,0,0.010199,0.029446,0.042,0.042,0.000,100.24
262144,512,5,0,0.007715,0.028329,0.038,0.038,0.000,100.34
