NPoints,K,NClusters,processes,generate, classify, user, elapsed, sys, pCPU
262144,512,5,2,0.142519,0.077304,0.161,0.117,0.062,190.56
262144,512,5,2,0.210180,0.116853,0.250,0.172,0.080,191.87
262144,512,5,2,0.133767,0.103133,0.194,0.129,0.046,186.18
262144,512,5,2,0.117548,0.079576,0.126,0.106,0.074,188.82
262144,512,5,2,0.197525,0.070861,0.192,0.140,0.079,193.63
262144,512,5,2,0.250622,0.087165,0.202,0.174,0.138,195.08
262144,512,5,2,0.216274,0.081702,0.166,0.155,0.135,194.03
262144,512,5,2,0.085319,0.077928,0.107,0.089,0.059,187.61
262144,512,5,2,0.161197,0.072129,0.157,0.121,0.078,194.47
262144,512,5,2,0.089301,0.075215,0.143,0.089,0.024,186.36
262144,512,5,2,0.200154,0.078267,0.180,0.144,0.101,194.84
262144,512,5,2,0.103808,0.075536,0.148,0.095,0.034,190.40
262144,512,5,2,0.192373,0.073638,0.187,0.139,0.082,194.05
262144,512,5,2,0.178159,0.096515,0.177,0.142,0.100,194.77
262144,512,5,2,0.188612,0.080469,0.192,0.139,0.079,195.26
262144,512,5,2,0.217563,0.082982,0.235,0.156,0.068,194.19
262144,512,5,2,0.110071,0.068763,0.137,0.096,0.045,189.14
262144,512,5,2,0.209709,0.075638,0.177,0.148,0.110,194.81
262144,512,5,2,0.183307,0.076944,0.164,0.136,0.098,193.61
262144,512,5,2,0.115873,0.089952,0.178,0.109,0.030,191.06
262144,512,5,2,0.162561,0.078784,0.183,0.126,0.061,193.16
262144,512,5,2,0.174913,0.078820,0.175,0.133,0.081,192.64
262144,512,5,2,0.263324,0.075095,0.211,0.174,0.130,195.74
262144,512,5,2,0.100664,0.103604,0.174,0.110,0.033,187.21
262144,512,5,2,0.189704,0.083468,0.212,0.143,0.063,193.14
