NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
262144,512,5,1,0.007317,0.076882,0.086,0.086,0.000,100.09
262144,512,5,1,0.009374,0.077872,0.090,0.090,0.000,100.13
262144,512,5,1,0.006885,0.069145,0.069,0.078,0.010,100.10
262144,512,5,1,0.007048,0.071813,0.081,0.081,0.000,100.18
262144,512,5,1,0.006523,0.070434,0.070,0.079,0.010,100.17
262144,512,5,1,0.007059,0.071713,0.081,0.081,0.000,100.11
262144,512,5,1,0.007288,0.068299,0.078,0.078,0.000,100.05
262144,512,5,1,0.007831,0.074997,0.077,0.086,0.010,100.23
262144,512,5,1,0.006611,0.073436,0.082,0.082,0.000,100.15
262144,512,5,1,0.008433,0.075961,0.087,0.086,0.000,100.07
262144,512,5,1,0.006821,0.071751,0.081,0.081,0.000,100.10
262144,512,5,1,0.008647,0.074477,0.085,0.085,0.000,100.17
262144,512,5,1,0.006821,0.071964,0.081,0.081,0.000,100.06
262144,512,5,1,0.007285,0.074990,0.085,0.084,0.000,100.10
262144,512,5,1,0.006539,0.070313,0.079,0.079,0.000,100.14
262144,512,5,1,0.007226,0.071719,0.081,0.081,0.000,100.19
262144,512,5,1,0.006544,0.068597,0.078,0.078,0.000,100.20
262144,512,5,1,0.007108,0.070377,0.080,0.080,0.000,100.13
262144,512,5,1,0.006757,0.074216,0.084,0.084,0.000,100.19
262144,512,5,1,0.006128,0.069839,0.078,0.078,0.000,100.18
262144,512,5,1,0.006908,0.068745,0.078,0.078,0.000,100.10
262144,512,5,1,0.006539,0.070864,0.080,0.079,0.000,100.18
262144,512,5,1,0.007056,0.072644,0.082,0.082,0.000,100.16
262144,512,5,1,0.007319,0.074197,0.085,0.085,0.000,100.14
262144,512,5,1,0.007142,0.069301,0.079,0.079,0.000,100.05
