NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
262144,512,5,0,0.001703,0.074826,0.076529,0.076,0.080,0.004,99.61
262144,512,5,0,0.001789,0.076360,0.078149,0.081,0.081,0.000,99.92
262144,512,5,0,0.001785,0.068555,0.070340,0.070,0.073,0.004,100.07
262144,512,5,0,0.000812,0.031039,0.031851,0.030,0.033,0.004,100.11
262144,512,5,0,0.000735,0.032939,0.033674,0.031,0.035,0.004,100.07
262144,512,5,0,0.000658,0.032424,0.033082,0.035,0.035,0.000,100.11
262144,512,5,0,0.000715,0.035071,0.035786,0.037,0.037,0.000,99.15
262144,512,5,0,0.000692,0.033996,0.034688,0.032,0.036,0.004,99.76
262144,512,5,0,0.000835,0.031156,0.031991,0.030,0.034,0.004,100.08
262144,512,5,0,0.000690,0.031727,0.032417,0.034,0.034,0.000,100.11
262144,512,5,0,0.000702,0.032851,0.033553,0.031,0.035,0.004,100.08
262144,512,5,0,0.000656,0.035263,0.035919,0.037,0.037,0.000,100.11
262144,512,5,0,0.000638,0.032897,0.033535,0.035,0.035,0.000,100.13
262144,512,5,0,0.000743,0.033648,0.034391,0.036,0.036,0.000,100.07
262144,512,5,0,0.000808,0.034196,0.035004,0.037,0.036,0.000,100.11
262144,512,5,0,0.000756,0.032868,0.033624,0.035,0.035,0.000,100.07
262144,512,5,0,0.000747,0.033767,0.034514,0.032,0.036,0.004,100.10
262144,512,5,0,0.000821,0.033245,0.034066,0.035,0.035,0.000,100.10
262144,512,5,0,0.000818,0.035085,0.035903,0.037,0.037,0.000,100.12
262144,512,5,0,0.000683,0.033672,0.034355,0.036,0.036,0.000,100.12
262144,512,5,0,0.000749,0.033835,0.034584,0.036,0.036,0.000,100.06
262144,512,5,0,0.000714,0.032516,0.033230,0.031,0.035,0.004,100.08
262144,512,5,0,0.000739,0.033429,0.034168,0.036,0.036,0.000,100.16
262144,512,5,0,0.000671,0.038678,0.039349,0.037,0.041,0.004,100.07
262144,512,5,0,0.000797,0.033352,0.034149,0.036,0.036,0.000,100.11
