NPoints,K,NClusters,processes,generate, classify, user, elapsed, sys, pCPU
262144,512,5,4,0.163811,0.097614,0.188,0.075,0.075,349.99
262144,512,5,4,0.169148,0.115725,0.196,0.082,0.092,348.76
262144,512,5,4,0.192338,0.099994,0.154,0.080,0.140,366.65
262144,512,5,4,0.231304,0.087342,0.202,0.102,0.119,315.68
262144,512,5,4,0.157644,0.104055,0.201,0.075,0.063,354.36
262144,512,5,4,0.185733,0.114842,0.197,0.084,0.106,361.15
262144,512,5,4,0.194277,0.086246,0.149,0.077,0.134,367.66
262144,512,5,4,0.174011,0.085833,0.200,0.073,0.062,358.40
262144,512,5,4,0.199311,0.098968,0.186,0.084,0.115,356.03
262144,512,5,4,0.235606,0.088911,0.196,0.101,0.131,322.28
262144,512,5,4,0.156150,0.112320,0.234,0.077,0.037,350.54
262144,512,5,4,0.168424,0.086610,0.176,0.074,0.081,349.25
262144,512,5,4,0.209656,0.083741,0.156,0.082,0.141,359.33
262144,512,5,4,0.187286,0.086115,0.189,0.077,0.087,359.59
262144,512,5,4,0.184404,0.107845,0.191,0.082,0.103,360.57
262144,512,5,4,0.198616,0.086626,0.196,0.080,0.091,361.67
262144,512,5,4,0.185004,0.084990,0.195,0.075,0.078,360.79
262144,512,5,4,0.185326,0.089409,0.185,0.078,0.092,355.68
262144,512,5,4,0.182024,0.082412,0.140,0.074,0.126,357.77
262144,512,5,4,0.202567,0.096493,0.187,0.086,0.115,348.98
262144,512,5,4,0.186157,0.098638,0.170,0.080,0.117,360.42
262144,512,5,4,0.149731,0.112902,0.202,0.075,0.063,355.71
262144,512,5,4,0.173236,0.115187,0.230,0.079,0.060,367.16
262144,512,5,4,0.203410,0.084409,0.189,0.082,0.101,353.75
262144,512,5,4,0.216360,0.115204,0.212,0.100,0.122,335.53
