| Version  | Processes |    generatePoints    | classifyPoint |         user         |       Elapsed       |       Speedup       |      Efficiency     |
|  Serial  |     1     | 0.007609959999999999 |   0.02700276  | 0.036320000000000005 |        0.0366       |         1.0         |         1.0         |
| Parallel |     1     |      0.00716836      |   0.07218184  | 0.08068000000000002  | 0.08163999999999999 | 0.44830965213130824 | 0.44830965213130824 |
| Parallel |     2     |      0.1753962       |   0.0794998   |       0.17408        |       0.13324       | 0.27469228459921946 | 0.13734614229960973 |
| Parallel |     4     | 0.18463079999999998  |   0.09577004  |       0.18444        | 0.08152000000000001 | 0.44896957801766435 | 0.11224239450441609 |
| Parallel |     8     |      0.35416464      |   0.15328972  |       0.29324        | 0.07447999999999999 | 0.49140708915145015 | 0.06142588614393127 |
| Parallel |     16    |  0.9935206800000002  |   0.13063004  |       0.32244        | 0.12359999999999999 | 0.29611650485436897 | 0.01850728155339806 |
