NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
262144,512,5,1,0.000780,0.035635,0.036415,0.034,0.038,0.004,100.08
262144,512,5,1,0.000735,0.036026,0.036761,0.038,0.038,0.000,99.36
262144,512,5,1,0.000734,0.032864,0.033598,0.035,0.035,0.000,100.05
262144,512,5,1,0.000660,0.036782,0.037442,0.035,0.039,0.004,99.82
262144,512,5,1,0.000641,0.034637,0.035278,0.037,0.037,0.000,99.96
262144,512,5,1,0.000720,0.034737,0.035457,0.037,0.037,0.000,99.90
262144,512,5,1,0.000663,0.036274,0.036937,0.038,0.038,0.000,99.95
262144,512,5,1,0.000805,0.033601,0.034406,0.036,0.036,0.000,99.96
262144,512,5,1,0.000683,0.036366,0.037049,0.035,0.039,0.004,99.95
262144,512,5,1,0.000642,0.034867,0.035509,0.029,0.037,0.007,98.30
262144,512,5,1,0.000704,0.035309,0.036013,0.034,0.038,0.004,100.02
262144,512,5,1,0.000737,0.038711,0.039448,0.037,0.041,0.004,99.97
262144,512,5,1,0.000640,0.033844,0.034484,0.032,0.036,0.004,100.01
262144,512,5,1,0.000743,0.035342,0.036085,0.038,0.038,0.000,100.01
262144,512,5,1,0.000697,0.037959,0.038656,0.040,0.040,0.000,100.00
262144,512,5,1,0.000704,0.035072,0.035776,0.037,0.037,0.000,99.97
262144,512,5,1,0.000689,0.036174,0.036863,0.035,0.038,0.004,99.96
262144,512,5,1,0.000669,0.034758,0.035427,0.037,0.037,0.000,99.98
262144,512,5,1,0.000757,0.034538,0.035295,0.037,0.037,0.000,100.08
262144,512,5,1,0.000668,0.033534,0.034202,0.036,0.036,0.000,99.93
262144,512,5,1,0.000699,0.033498,0.034197,0.032,0.036,0.004,100.12
262144,512,5,1,0.000784,0.035801,0.036585,0.038,0.038,0.000,99.69
262144,512,5,1,0.000717,0.034222,0.034939,0.032,0.037,0.004,98.15
262144,512,5,1,0.000796,0.034224,0.035020,0.033,0.037,0.004,99.67
262144,512,5,1,0.000795,0.033545,0.034340,0.036,0.036,0.000,100.05
