NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
65536,256,5,16,0.209147,0.043407,0.085,0.034,0.169,752.53
65536,256,5,16,0.188124,0.042617,0.042,0.032,0.190,719.92
65536,256,5,16,0.207517,0.044982,0.121,0.035,0.133,721.53
65536,256,5,16,0.207418,0.043332,0.016,0.034,0.236,737.28
65536,256,5,16,0.207075,0.042266,0.063,0.034,0.188,744.75
65536,256,5,16,0.215168,0.044242,0.000,0.035,0.261,750.80
65536,256,5,16,0.210114,0.043579,0.043,0.034,0.213,741.12
65536,256,5,16,0.203538,0.042947,0.058,0.033,0.190,747.25
65536,256,5,16,0.207478,0.043468,0.092,0.034,0.161,743.04
65536,256,5,16,0.198087,0.043524,0.031,0.034,0.213,720.87
65536,256,5,16,0.204961,0.042600,0.045,0.034,0.204,732.55
65536,256,5,16,0.204196,0.043011,0.047,0.034,0.202,735.41
65536,256,5,16,0.196732,0.046967,0.068,0.036,0.177,687.24
65536,256,5,16,0.195125,0.042373,0.098,0.033,0.141,733.14
65536,256,5,16,0.204139,0.041976,0.029,0.033,0.218,741.41
65536,256,5,16,0.211273,0.042893,0.070,0.035,0.186,740.67
65536,256,5,16,0.188504,0.042590,0.047,0.033,0.186,711.10
65536,256,5,16,0.203924,0.043921,0.074,0.035,0.176,719.05
65536,256,5,16,0.207872,0.042601,0.028,0.034,0.224,736.41
65536,256,5,16,0.199016,0.044909,0.108,0.034,0.138,726.36
65536,256,5,16,0.203765,0.044169,0.068,0.035,0.181,711.90
65536,256,5,16,0.200988,0.042630,0.021,0.033,0.225,733.83
65536,256,5,16,0.199843,0.042946,0.103,0.034,0.141,726.56
65536,256,5,16,0.205723,0.043554,0.106,0.034,0.145,740.04
65536,256,5,16,0.207669,0.042329,0.072,0.034,0.180,743.08
