NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
65536,256,5,1,0.001647,0.015316,0.018,0.018,0.000,100.43
65536,256,5,1,0.001802,0.014465,0.018,0.018,0.000,100.54
65536,256,5,1,0.001615,0.016520,0.019,0.019,0.000,100.58
65536,256,5,1,0.001865,0.017518,0.021,0.021,0.000,100.45
65536,256,5,1,0.001889,0.016792,0.020,0.020,0.000,100.45
65536,256,5,1,0.001709,0.014594,0.018,0.018,0.000,100.44
65536,256,5,1,0.001901,0.015906,0.019,0.019,0.000,100.50
65536,256,5,1,0.001885,0.016357,0.010,0.020,0.010,100.42
65536,256,5,1,0.001823,0.016182,0.019,0.019,0.000,100.45
65536,256,5,1,0.002338,0.018721,0.023,0.022,0.000,100.59
65536,256,5,1,0.001503,0.015841,0.019,0.018,0.000,100.58
65536,256,5,1,0.002369,0.016478,0.020,0.020,0.000,100.39
65536,256,5,1,0.001693,0.015831,0.019,0.019,0.000,100.65
65536,256,5,1,0.002089,0.016067,0.019,0.019,0.000,100.42
65536,256,5,1,0.001738,0.015529,0.019,0.019,0.000,100.48
65536,256,5,1,0.001758,0.015898,0.019,0.019,0.000,100.77
65536,256,5,1,0.001694,0.016454,0.019,0.019,0.000,100.44
65536,256,5,1,0.001942,0.016492,0.020,0.020,0.000,100.46
65536,256,5,1,0.001717,0.017023,0.020,0.020,0.000,100.70
65536,256,5,1,0.001565,0.014424,0.018,0.018,0.000,100.69
65536,256,5,1,0.001804,0.016245,0.019,0.019,0.000,100.61
65536,256,5,1,0.001702,0.016350,0.010,0.019,0.010,100.66
65536,256,5,1,0.002363,0.015870,0.019,0.019,0.000,100.45
65536,256,5,1,0.001776,0.015800,0.019,0.019,0.000,100.47
65536,256,5,1,0.001779,0.016158,0.019,0.019,0.000,100.39
