NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
65536,256,5,0,0.001997,0.005784,0.009,0.009,0.000,102.33
65536,256,5,0,0.001985,0.006175,0.000,0.009,0.009,101.16
65536,256,5,0,0.001935,0.006197,0.009,0.009,0.000,101.04
65536,256,5,0,0.002065,0.005839,0.009,0.009,0.000,101.02
65536,256,5,0,0.002266,0.005754,0.000,0.009,0.009,100.94
65536,256,5,0,0.001890,0.006490,0.010,0.009,0.000,101.36
65536,256,5,0,0.002391,0.008176,0.012,0.012,0.000,100.59
65536,256,5,0,0.002172,0.006647,0.010,0.010,0.000,101.05
65536,256,5,0,0.003002,0.007803,0.006,0.012,0.006,100.92
65536,256,5,0,0.002005,0.006261,0.010,0.009,0.000,101.00
65536,256,5,0,0.002191,0.006471,0.000,0.010,0.010,101.14
65536,256,5,0,0.001937,0.005922,0.009,0.009,0.000,100.95
65536,256,5,0,0.001781,0.006442,0.009,0.009,0.000,101.30
65536,256,5,0,0.001721,0.006526,0.000,0.009,0.009,100.90
65536,256,5,0,0.001731,0.006327,0.009,0.009,0.000,101.07
65536,256,5,0,0.001738,0.005454,0.008,0.008,0.000,101.42
65536,256,5,0,0.001670,0.005370,0.008,0.008,0.000,100.97
65536,256,5,0,0.001645,0.005973,0.009,0.009,0.000,101.47
65536,256,5,0,0.001813,0.005517,0.009,0.008,0.000,101.81
65536,256,5,0,0.001785,0.005578,0.009,0.009,0.000,100.99
65536,256,5,0,0.002236,0.006214,0.010,0.010,0.000,101.15
65536,256,5,0,0.001892,0.006042,0.009,0.009,0.000,100.92
65536,256,5,0,0.001921,0.006102,0.009,0.009,0.000,101.02
65536,256,5,0,0.001914,0.006107,0.009,0.009,0.000,101.00
65536,256,5,0,0.001909,0.006194,0.009,0.009,0.000,100.98
