NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
65536,256,5,16,0.000843,0.012512,0.013355,0.026,0.016,0.013,242.04
65536,256,5,16,0.000594,0.012356,0.012950,0.028,0.015,0.009,247.30
65536,256,5,16,0.000626,0.010065,0.010691,0.039,0.013,0.000,303.06
65536,256,5,16,0.000616,0.009521,0.010137,0.025,0.013,0.012,298.77
65536,256,5,16,0.000655,0.009821,0.010476,0.027,0.013,0.011,298.54
65536,256,5,16,0.000917,0.009801,0.010718,0.037,0.014,0.000,279.23
65536,256,5,16,0.000682,0.008583,0.009265,0.036,0.011,0.004,345.08
65536,256,5,16,0.000674,0.013643,0.014317,0.040,0.016,0.000,241.47
65536,256,5,16,0.000845,0.012632,0.013477,0.029,0.016,0.010,243.63
65536,256,5,16,0.000648,0.009430,0.010078,0.038,0.012,0.000,308.83
65536,256,5,16,0.000634,0.016633,0.017267,0.034,0.020,0.004,192.04
65536,256,5,16,0.000696,0.011909,0.012605,0.038,0.015,0.000,259.67
65536,256,5,16,0.000654,0.009566,0.010220,0.029,0.012,0.009,304.78
65536,256,5,16,0.000833,0.012503,0.013336,0.028,0.017,0.010,225.43
65536,256,5,16,0.000798,0.014471,0.015269,0.038,0.017,0.000,218.10
65536,256,5,16,0.000728,0.008749,0.009477,0.038,0.012,0.000,326.41
65536,256,5,16,0.000897,0.008530,0.009427,0.038,0.012,0.000,331.68
65536,256,5,16,0.000857,0.013742,0.014599,0.031,0.017,0.008,230.17
65536,256,5,16,0.000597,0.013755,0.014352,0.026,0.017,0.013,233.09
65536,256,5,16,0.000621,0.009103,0.009724,0.032,0.012,0.005,314.26
65536,256,5,16,0.000799,0.011804,0.012603,0.038,0.015,0.000,256.75
65536,256,5,16,0.000624,0.012566,0.013190,0.035,0.015,0.004,252.87
65536,256,5,16,0.000877,0.010785,0.011662,0.038,0.014,0.000,269.40
65536,256,5,16,0.000663,0.012748,0.013411,0.033,0.016,0.007,248.90
65536,256,5,16,0.000668,0.010083,0.010751,0.025,0.013,0.012,292.56
