NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
8388608,4096,10,1,0.083389,3.408811,3.408811,3.465,3.497,0.032,99.99
8388608,4096,10,1,0.083677,3.448044,3.448044,3.489,3.537,0.048,100.00
8388608,4096,10,1,0.083591,3.464069,3.464069,3.489,3.553,0.064,99.99
8388608,4096,10,1,0.083155,3.458738,3.458738,3.519,3.547,0.028,99.99
8388608,4096,10,1,0.083279,3.422080,3.422080,3.478,3.511,0.032,99.99
8388608,4096,10,1,0.083238,3.424382,3.424382,3.469,3.513,0.044,99.99
8388608,4096,10,1,0.083062,3.542326,3.542326,3.607,3.631,0.024,99.99
8388608,4096,10,1,0.082265,3.511175,3.511175,3.563,3.599,0.036,99.99
8388608,4096,10,1,0.083476,3.568170,3.568170,3.621,3.657,0.036,99.99
8388608,4096,10,1,0.082786,3.506681,3.506681,3.547,3.595,0.048,99.99
8388608,4096,10,1,0.084594,3.470834,3.470834,3.525,3.561,0.036,99.99
8388608,4096,10,1,0.083410,3.433781,3.433781,3.478,3.522,0.044,99.99
8388608,4096,10,1,0.083096,3.436199,3.436199,3.468,3.525,0.056,99.99
8388608,4096,10,1,0.083173,3.420121,3.420121,3.464,3.509,0.044,99.99
8388608,4096,10,1,0.083537,3.423026,3.423026,3.476,3.512,0.036,99.99
8388608,4096,10,1,0.083540,3.424691,3.424691,3.477,3.513,0.036,99.99
8388608,4096,10,1,0.088209,3.452537,3.452537,3.498,3.546,0.048,99.99
8388608,4096,10,1,0.082979,3.410437,3.410437,3.455,3.499,0.044,99.99
8388608,4096,10,1,0.083308,3.454366,3.454366,3.507,3.543,0.036,99.99
8388608,4096,10,1,0.084069,3.442015,3.442015,3.475,3.531,0.056,99.99
8388608,4096,10,1,0.084021,3.465196,3.465196,3.526,3.554,0.028,99.99
8388608,4096,10,1,0.082790,3.434081,3.434081,3.490,3.522,0.032,100.00
8388608,4096,10,1,0.083228,3.425176,3.425176,3.469,3.514,0.044,99.98
8388608,4096,10,1,0.083290,3.420557,3.420557,3.468,3.509,0.040,99.98
8388608,4096,10,1,0.082450,3.397972,3.397972,3.445,3.486,0.040,99.99
8388608,4096,10,1,0.083019,3.448877,3.448877,3.509,3.537,0.028,99.99
8388608,4096,10,1,0.083028,3.464154,3.464154,3.516,3.552,0.036,99.99
8388608,4096,10,1,0.083309,3.436965,3.436965,3.482,3.526,0.044,99.99
8388608,4096,10,1,0.083333,3.481753,3.481753,3.530,3.570,0.040,99.99
8388608,4096,10,1,0.083300,3.430329,3.430329,3.463,3.519,0.056,99.99
8388608,4096,10,1,0.083026,3.462080,3.462080,3.502,3.550,0.048,99.99
8388608,4096,10,1,0.083083,3.456702,3.456702,3.493,3.545,0.052,99.99
8388608,4096,10,1,0.083526,3.439027,3.439027,3.500,3.528,0.028,99.99
8388608,4096,10,1,0.083236,3.419373,3.419373,3.464,3.508,0.044,99.99
8388608,4096,10,1,0.083101,3.463535,3.463535,3.516,3.552,0.036,99.99
8388608,4096,10,1,0.083260,3.492574,3.492574,3.549,3.581,0.032,99.99
8388608,4096,10,1,0.082356,3.422484,3.422484,3.474,3.510,0.036,100.00
8388608,4096,10,1,0.083345,3.404995,3.404995,3.445,3.494,0.048,99.99
8388608,4096,10,1,0.083266,3.428315,3.428315,3.489,3.517,0.028,100.00
8388608,4096,10,1,0.080506,3.408568,3.408568,3.466,3.494,0.028,99.99
8388608,4096,10,1,0.083128,3.442608,3.442608,3.487,3.531,0.044,99.99
8388608,4096,10,1,0.083268,3.420786,3.420786,3.469,3.509,0.040,99.99
8388608,4096,10,1,0.080273,3.458688,3.458688,3.504,3.544,0.040,99.99
8388608,4096,10,1,0.083222,3.430972,3.430972,3.479,3.519,0.040,99.99
8388608,4096,10,1,0.082970,3.477087,3.477087,3.533,3.565,0.032,99.99
8388608,4096,10,1,0.082300,3.425710,3.425710,3.477,3.513,0.036,99.99
8388608,4096,10,1,0.082837,3.444264,3.444264,3.488,3.532,0.044,99.99
8388608,4096,10,1,0.083095,3.434625,3.434625,3.495,3.523,0.028,99.99
8388608,4096,10,1,0.082848,3.434815,3.434815,3.487,3.523,0.036,99.99
8388608,4096,10,1,0.083425,3.431730,3.431730,3.480,3.520,0.040,100.00
8388608,4096,10,1,0.083143,3.530437,3.530437,3.599,3.619,0.020,100.00
8388608,4096,10,1,0.083053,3.470653,3.470653,3.523,3.559,0.036,99.99
8388608,4096,10,1,0.083265,3.424403,3.424403,3.489,3.513,0.024,100.00
8388608,4096,10,1,0.083218,3.448048,3.448048,3.512,3.536,0.024,100.00
8388608,4096,10,1,0.083186,3.428369,3.428369,3.469,3.517,0.048,99.99
8388608,4096,10,1,0.083088,3.425091,3.425091,3.477,3.513,0.036,100.00
8388608,4096,10,1,0.083432,3.472444,3.472444,3.529,3.561,0.032,99.99
8388608,4096,10,1,0.082391,3.581059,3.581059,3.641,3.669,0.028,99.99
8388608,4096,10,1,0.083394,3.446735,3.446735,3.515,3.535,0.020,99.99
8388608,4096,10,1,0.083159,3.473969,3.473969,3.517,3.562,0.044,99.97
8388608,4096,10,1,0.083562,3.417169,3.417169,3.470,3.506,0.036,99.99
8388608,4096,10,1,0.083461,3.413982,3.413982,3.475,3.503,0.028,99.99
8388608,4096,10,1,0.083539,3.486777,3.486777,3.515,3.576,0.060,99.99
8388608,4096,10,1,0.083292,3.427382,3.427382,3.480,3.516,0.036,99.99
8388608,4096,10,1,0.084183,3.475276,3.475276,3.533,3.565,0.032,99.99
8388608,4096,10,1,0.082471,3.423330,3.423330,3.479,3.511,0.032,99.99
8388608,4096,10,1,0.083000,3.442098,3.442098,3.486,3.530,0.044,99.99
8388608,4096,10,1,0.083006,3.416256,3.416256,3.480,3.504,0.024,99.99
8388608,4096,10,1,0.083219,3.470777,3.470777,3.539,3.559,0.020,99.99
8388608,4096,10,1,0.083388,3.479244,3.479244,3.532,3.568,0.036,99.99
8388608,4096,10,1,0.083486,3.466162,3.466162,3.511,3.555,0.044,100.00
8388608,4096,10,1,0.082282,3.420816,3.420816,3.476,3.508,0.032,99.99
8388608,4096,10,1,0.083666,3.429281,3.429281,3.490,3.518,0.028,99.99
8388608,4096,10,1,0.083062,3.420934,3.420934,3.477,3.509,0.032,99.99
8388608,4096,10,1,0.083428,3.469271,3.469271,3.542,3.558,0.016,99.99
8388608,4096,10,1,0.083021,3.514301,3.514301,3.583,3.603,0.020,99.99
8388608,4096,10,1,0.083008,3.446538,3.446538,3.499,3.535,0.036,99.99
8388608,4096,10,1,0.082872,3.478167,3.478167,3.538,3.566,0.028,100.00
8388608,4096,10,1,0.082875,3.453174,3.453174,3.521,3.541,0.020,99.99
8388608,4096,10,1,0.080216,3.456876,3.456876,3.494,3.542,0.048,99.99
8388608,4096,10,1,0.081951,3.457694,3.457694,3.505,3.545,0.040,100.00
8388608,4096,10,1,0.082878,3.432179,3.432179,3.492,3.520,0.028,100.00
8388608,4096,10,1,0.082954,3.489156,3.489156,3.529,3.577,0.048,100.00
8388608,4096,10,1,0.082720,3.536349,3.536349,3.592,3.624,0.032,99.99
8388608,4096,10,1,0.083085,3.491763,3.491763,3.532,3.580,0.048,100.00
8388608,4096,10,1,0.080291,3.414494,3.414494,3.460,3.500,0.040,100.00
8388608,4096,10,1,0.082976,3.441248,3.441248,3.489,3.529,0.040,100.00
8388608,4096,10,1,0.082881,3.464276,3.464276,3.516,3.552,0.036,99.99
8388608,4096,10,1,0.082026,3.453357,3.453357,3.489,3.541,0.052,99.99
8388608,4096,10,1,0.083166,3.414905,3.414905,3.467,3.503,0.036,100.00
8388608,4096,10,1,0.082989,3.458936,3.458936,3.491,3.547,0.056,99.99
8388608,4096,10,1,0.083149,3.433023,3.433023,3.469,3.521,0.052,99.99
8388608,4096,10,1,0.082757,3.449884,3.449884,3.506,3.538,0.032,99.99
8388608,4096,10,1,0.082944,3.421629,3.421629,3.478,3.510,0.032,100.00
8388608,4096,10,1,0.082803,3.451783,3.451783,3.496,3.540,0.044,99.99
8388608,4096,10,1,0.083060,3.468101,3.468101,3.528,3.556,0.028,100.00
8388608,4096,10,1,0.083102,3.420999,3.420999,3.469,3.509,0.040,99.99
8388608,4096,10,1,0.083066,3.412783,3.412783,3.461,3.501,0.040,99.99
8388608,4096,10,1,0.083591,3.424226,3.424226,3.477,3.513,0.036,99.99
8388608,4096,10,1,0.083056,3.401751,3.401751,3.446,3.490,0.044,99.99
