A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,1,0.027,1.547,0.005,1.580
1000,1000,1000,1,0.016,1.308,0.008,1.332
1000,1000,1000,1,0.015,1.291,0.005,1.311
1000,1000,1000,1,0.015,1.289,0.005,1.309
1000,1000,1000,1,0.015,1.295,0.005,1.314
1000,1000,1000,1,0.015,1.295,0.008,1.318
1000,1000,1000,1,0.019,1.300,0.005,1.323
1000,1000,1000,1,0.019,1.303,0.005,1.327
1000,1000,1000,1,0.015,1.309,0.005,1.329
1000,1000,1000,1,0.015,1.308,0.008,1.332
1000,1000,1000,1,0.015,1.306,0.005,1.327
1000,1000,1000,1,0.015,1.309,0.005,1.329
1000,1000,1000,1,0.015,1.308,0.005,1.329
1000,1000,1000,1,0.016,1.320,0.008,1.344
1000,1000,1000,1,0.015,1.304,0.005,1.324
