A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,4,0.023,0.489,0.017,0.529
1000,1000,1000,4,0.020,0.548,0.009,0.578
1000,1000,1000,4,0.021,0.557,0.011,0.588
1000,1000,1000,4,0.029,0.571,0.016,0.616
1000,1000,1000,4,0.032,0.564,0.020,0.616
1000,1000,1000,4,0.021,0.572,0.010,0.603
1000,1000,1000,4,0.036,0.558,0.027,0.621
1000,1000,1000,4,0.036,0.568,0.026,0.630
1000,1000,1000,4,0.021,0.571,0.010,0.602
1000,1000,1000,4,0.035,0.555,0.021,0.612
1000,1000,1000,4,0.022,0.566,0.010,0.598
1000,1000,1000,4,0.037,0.559,0.028,0.623
1000,1000,1000,4,0.037,0.561,0.024,0.622
1000,1000,1000,4,0.025,0.565,0.011,0.601
1000,1000,1000,4,0.037,0.561,0.028,0.626
