A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,2,0.016,0.775,0.005,0.796
1000,1000,1000,2,0.019,0.845,0.005,0.869
1000,1000,1000,2,0.017,0.844,0.006,0.867
1000,1000,1000,2,0.019,0.842,0.006,0.867
1000,1000,1000,2,0.018,0.844,0.009,0.871
1000,1000,1000,2,0.017,0.854,0.005,0.877
1000,1000,1000,2,0.018,0.845,0.005,0.868
1000,1000,1000,2,0.017,0.851,0.007,0.875
1000,1000,1000,2,0.017,0.847,0.006,0.871
1000,1000,1000,2,0.016,0.839,0.006,0.861
1000,1000,1000,2,0.020,0.844,0.007,0.870
1000,1000,1000,2,0.017,0.839,0.006,0.863
1000,1000,1000,2,0.017,0.842,0.006,0.866
1000,1000,1000,2,0.017,0.839,0.006,0.863
1000,1000,1000,2,0.017,0.846,0.007,0.870
