| Version  | Processes |     ReadFromFile     |      MatrixDot      |     WriteToFile      |       Elapsed       |       Speedup       |      Efficiency      |
|  Serial  |     1     | 0.005999999999999999 |         0.47        | 0.007333333333333332 | 0.48333333333333334 |         1.0         |         1.0          |
| Parallel |     1     | 0.016466666666666675 |  1.3194666666666666 | 0.005800000000000001 |  1.341866666666667  | 0.36019475357710645 | 0.36019475357710645  |
| Parallel |     2     | 0.017466666666666672 |  0.8397333333333334 | 0.006133333333333335 |  0.8635999999999998 |  0.5596726879728271 | 0.27983634398641355  |
| Parallel |     4     |        0.0288        |  0.5576666666666665 | 0.017866666666666666 |  0.6043333333333333 |  0.7997793712079427 | 0.19994484280198568  |
| Parallel |     8     | 0.04253333333333333  | 0.37499999999999994 | 0.01613333333333334  | 0.43366666666666664 |  1.1145272867025366 | 0.13931591083781708  |
| Parallel |     16    |        0.1954        |  0.4181333333333333 |  0.5483999999999999  |  1.1618666666666668 |  0.415997245811338  | 0.025999827863208626 |
