A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
1000,1000,1000,32,0.386,1.582,1.968
1000,1000,1000,32,0.349,2.044,2.394
1000,1000,1000,32,0.362,1.626,1.988
1000,1000,1000,32,0.354,1.508,1.863
1000,1000,1000,32,0.412,1.691,2.103
1000,1000,1000,32,0.415,1.718,2.133
1000,1000,1000,32,0.384,1.758,2.141
1000,1000,1000,32,0.374,1.778,2.152
1000,1000,1000,32,0.381,1.781,2.162
1000,1000,1000,32,0.356,1.841,2.196
1000,1000,1000,32,0.406,1.876,2.282
1000,1000,1000,32,0.416,1.573,1.989
1000,1000,1000,32,0.359,1.901,2.259
1000,1000,1000,32,0.370,1.811,2.181
1000,1000,1000,32,0.435,1.668,2.102
1000,1000,1000,32,0.386,1.706,2.092
1000,1000,1000,32,0.346,1.871,2.217
1000,1000,1000,32,0.350,1.660,2.009
1000,1000,1000,32,0.355,1.665,2.019
1000,1000,1000,32,0.385,1.640,2.024
1000,1000,1000,32,0.376,1.855,2.230
1000,1000,1000,32,0.352,1.785,2.137
1000,1000,1000,32,0.354,1.502,1.856
1000,1000,1000,32,0.344,1.627,1.971
1000,1000,1000,32,0.386,1.828,2.215
1000,1000,1000,32,0.401,1.714,2.115
1000,1000,1000,32,0.326,1.729,2.055
1000,1000,1000,32,0.412,1.778,2.190
1000,1000,1000,32,0.347,1.511,1.859
1000,1000,1000,32,0.379,1.917,2.297
1000,1000,1000,32,0.389,1.880,2.269
1000,1000,1000,32,0.367,1.753,2.121
1000,1000,1000,32,0.410,1.582,1.992
1000,1000,1000,32,0.353,1.804,2.157
1000,1000,1000,32,0.341,1.815,2.156
1000,1000,1000,32,0.347,1.574,1.921
1000,1000,1000,32,0.387,1.721,2.108
1000,1000,1000,32,0.338,1.677,2.015
1000,1000,1000,32,0.384,1.749,2.133
1000,1000,1000,32,0.408,1.673,2.082
1000,1000,1000,32,0.348,1.742,2.090
1000,1000,1000,32,0.399,1.566,1.964
1000,1000,1000,32,0.351,1.649,2.000
1000,1000,1000,32,0.383,1.641,2.024
1000,1000,1000,32,0.376,1.695,2.071
1000,1000,1000,32,0.354,1.671,2.025
1000,1000,1000,32,0.352,1.700,2.052
1000,1000,1000,32,0.381,1.569,1.951
1000,1000,1000,32,0.361,1.572,1.934
1000,1000,1000,32,0.382,1.810,2.192
1000,1000,1000,32,0.381,1.548,1.929
1000,1000,1000,32,0.333,1.662,1.995
1000,1000,1000,32,0.412,1.867,2.278
1000,1000,1000,32,0.378,1.792,2.170
1000,1000,1000,32,0.365,1.824,2.189
1000,1000,1000,32,0.372,1.701,2.073
1000,1000,1000,32,0.366,1.837,2.203
1000,1000,1000,32,0.409,1.537,1.946
1000,1000,1000,32,0.375,1.796,2.171
1000,1000,1000,32,0.356,1.450,1.806
1000,1000,1000,32,0.380,1.547,1.927
1000,1000,1000,32,0.372,1.675,2.047
1000,1000,1000,32,0.379,1.834,2.213
1000,1000,1000,32,0.363,1.585,1.948
1000,1000,1000,32,0.387,1.669,2.057
1000,1000,1000,32,0.380,1.602,1.982
1000,1000,1000,32,0.410,1.783,2.193
1000,1000,1000,32,0.381,1.650,2.030
1000,1000,1000,32,0.361,1.610,1.971
1000,1000,1000,32,0.398,1.803,2.201
1000,1000,1000,32,0.352,1.834,2.186
1000,1000,1000,32,0.379,1.608,1.987
1000,1000,1000,32,0.361,1.667,2.029
1000,1000,1000,32,0.397,1.652,2.049
1000,1000,1000,32,0.385,1.646,2.031
1000,1000,1000,32,0.389,1.797,2.186
1000,1000,1000,32,0.401,1.804,2.206
1000,1000,1000,32,0.385,1.805,2.190
1000,1000,1000,32,0.352,1.792,2.144
1000,1000,1000,32,0.354,1.782,2.136
1000,1000,1000,32,0.382,1.784,2.166
1000,1000,1000,32,0.343,1.701,2.044
1000,1000,1000,32,0.380,1.560,1.941
1000,1000,1000,32,0.365,1.622,1.987
1000,1000,1000,32,0.385,1.677,2.061
1000,1000,1000,32,0.396,1.645,2.041
1000,1000,1000,32,0.346,1.780,2.126
1000,1000,1000,32,0.384,1.758,2.142
1000,1000,1000,32,0.373,1.731,2.104
1000,1000,1000,32,0.367,1.800,2.168
1000,1000,1000,32,0.347,1.886,2.233
1000,1000,1000,32,0.448,1.737,2.185
1000,1000,1000,32,0.372,1.791,2.163
1000,1000,1000,32,0.416,1.915,2.331
1000,1000,1000,32,0.362,1.703,2.065
1000,1000,1000,32,0.390,1.642,2.033
1000,1000,1000,32,0.369,1.735,2.104
1000,1000,1000,32,0.383,1.661,2.044
1000,1000,1000,32,0.358,1.532,1.889
1000,1000,1000,32,0.419,1.835,2.254
