A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,16,0.158,0.434,0.408,0.999
1000,1000,1000,16,0.210,0.411,0.500,1.121
1000,1000,1000,16,0.223,0.416,0.601,1.240
1000,1000,1000,16,0.199,0.434,0.522,1.155
1000,1000,1000,16,0.196,0.402,0.579,1.177
1000,1000,1000,16,0.185,0.423,0.411,1.019
1000,1000,1000,16,0.154,0.435,0.458,1.047
1000,1000,1000,16,0.205,0.416,0.490,1.111
1000,1000,1000,16,0.164,0.407,0.408,0.979
1000,1000,1000,16,0.209,0.414,0.540,1.163
1000,1000,1000,16,0.187,0.419,0.590,1.195
1000,1000,1000,16,0.225,0.416,0.725,1.367
1000,1000,1000,16,0.195,0.418,0.625,1.239
1000,1000,1000,16,0.208,0.411,0.515,1.133
1000,1000,1000,16,0.213,0.416,0.854,1.483
