A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,2,0.032,2.826,0.012,2.870
1500,1500,1500,2,0.055,2.913,0.029,2.997
1500,1500,1500,2,0.040,2.878,0.013,2.931
1500,1500,1500,2,0.042,2.877,0.012,2.931
1500,1500,1500,2,0.040,2.877,0.014,2.932
1500,1500,1500,2,0.039,2.873,0.013,2.925
1500,1500,1500,2,0.038,2.872,0.013,2.923
1500,1500,1500,2,0.039,2.872,0.012,2.923
1500,1500,1500,2,0.039,2.872,0.013,2.924
1500,1500,1500,2,0.039,2.868,0.013,2.920
1500,1500,1500,2,0.040,2.873,0.014,2.927
1500,1500,1500,2,0.042,2.906,0.014,2.962
1500,1500,1500,2,0.041,2.896,0.014,2.951
1500,1500,1500,2,0.040,2.896,0.014,2.950
1500,1500,1500,2,0.040,2.887,0.013,2.941
