A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,4,0.061,1.867,0.037,1.965
1500,1500,1500,4,0.064,1.964,0.027,2.054
1500,1500,1500,4,0.056,1.961,0.018,2.036
1500,1500,1500,4,0.062,1.953,0.029,2.043
1500,1500,1500,4,0.051,1.958,0.017,2.026
1500,1500,1500,4,0.057,1.951,0.021,2.029
1500,1500,1500,4,0.077,1.946,0.046,2.069
1500,1500,1500,4,0.057,1.951,0.019,2.028
1500,1500,1500,4,0.084,1.927,0.053,2.064
1500,1500,1500,4,0.073,1.921,0.019,2.013
1500,1500,1500,4,0.050,1.947,0.017,2.013
1500,1500,1500,4,0.051,1.946,0.015,2.011
1500,1500,1500,4,0.051,1.952,0.024,2.027
1500,1500,1500,4,0.050,1.951,0.021,2.022
1500,1500,1500,4,0.061,1.949,0.020,2.030
