A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,1,0.063,4.847,0.011,4.921
1500,1500,1500,1,0.040,4.699,0.011,4.750
1500,1500,1500,1,0.047,4.714,0.011,4.772
1500,1500,1500,1,0.046,4.719,0.012,4.776
1500,1500,1500,1,0.038,4.730,0.011,4.779
1500,1500,1500,1,0.035,4.734,0.012,4.780
1500,1500,1500,1,0.046,4.728,0.011,4.786
1500,1500,1500,1,0.035,4.730,0.011,4.776
1500,1500,1500,1,0.035,4.726,0.012,4.772
1500,1500,1500,1,0.036,4.727,0.012,4.775
1500,1500,1500,1,0.036,4.728,0.012,4.775
1500,1500,1500,1,0.036,4.733,0.011,4.780
1500,1500,1500,1,0.047,4.727,0.011,4.785
1500,1500,1500,1,0.035,4.729,0.012,4.775
1500,1500,1500,1,0.035,4.734,0.012,4.781
