A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,1,0.014,1.065,0.005,1.084
1000,1000,1000,1,0.006,1.058,0.004,1.068
1000,1000,1000,1,0.005,1.059,0.004,1.068
1000,1000,1000,1,0.005,1.059,0.004,1.069
1000,1000,1000,1,0.005,1.061,0.004,1.070
1000,1000,1000,1,0.005,1.059,0.004,1.068
1000,1000,1000,1,0.005,1.058,0.004,1.068
1000,1000,1000,1,0.005,1.057,0.004,1.066
1000,1000,1000,1,0.005,1.053,0.004,1.062
1000,1000,1000,1,0.005,1.056,0.004,1.066
1000,1000,1000,1,0.005,1.056,0.004,1.065
1000,1000,1000,1,0.005,1.060,0.004,1.070
1000,1000,1000,1,0.005,1.059,0.004,1.069
1000,1000,1000,1,0.005,1.060,0.004,1.070
1000,1000,1000,1,0.005,1.062,0.007,1.074
