A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,4,0.006,0.490,0.007,0.503
1000,1000,1000,4,0.007,0.548,0.012,0.567
1000,1000,1000,4,0.008,0.568,0.009,0.585
1000,1000,1000,4,0.008,0.576,0.011,0.595
1000,1000,1000,4,0.008,0.571,0.015,0.594
1000,1000,1000,4,0.008,0.574,0.009,0.591
1000,1000,1000,4,0.008,0.569,0.007,0.584
1000,1000,1000,4,0.008,0.568,0.016,0.591
1000,1000,1000,4,0.008,0.563,0.016,0.586
1000,1000,1000,4,0.008,0.567,0.018,0.593
1000,1000,1000,4,0.006,0.559,0.009,0.574
1000,1000,1000,4,0.008,0.563,0.009,0.580
1000,1000,1000,4,0.008,0.559,0.011,0.577
1000,1000,1000,4,0.008,0.563,0.013,0.583
1000,1000,1000,4,0.007,0.562,0.009,0.577
