A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
1250,1250,1250,32,0.416,1.963,2.379
1250,1250,1250,32,0.412,2.035,2.447
1250,1250,1250,32,0.359,2.033,2.393
1250,1250,1250,32,0.395,2.067,2.462
1250,1250,1250,32,0.398,2.033,2.431
1250,1250,1250,32,0.412,1.906,2.318
1250,1250,1250,32,0.417,2.007,2.423
1250,1250,1250,32,0.408,2.028,2.436
1250,1250,1250,32,0.433,1.846,2.279
1250,1250,1250,32,0.393,1.973,2.366
1250,1250,1250,32,0.381,1.968,2.349
1250,1250,1250,32,0.357,2.290,2.648
1250,1250,1250,32,0.381,2.097,2.478
1250,1250,1250,32,0.405,1.954,2.358
1250,1250,1250,32,0.421,2.035,2.455
1250,1250,1250,32,0.367,2.093,2.461
1250,1250,1250,32,0.376,2.043,2.420
1250,1250,1250,32,0.406,2.160,2.566
1250,1250,1250,32,0.434,2.123,2.557
1250,1250,1250,32,0.428,2.122,2.551
1250,1250,1250,32,0.367,2.127,2.494
1250,1250,1250,32,0.349,2.024,2.374
1250,1250,1250,32,0.408,1.962,2.370
1250,1250,1250,32,0.390,1.859,2.249
1250,1250,1250,32,0.458,2.048,2.506
1250,1250,1250,32,0.428,1.990,2.418
1250,1250,1250,32,0.426,2.020,2.446
1250,1250,1250,32,0.468,2.114,2.582
1250,1250,1250,32,0.408,1.914,2.322
1250,1250,1250,32,0.402,1.925,2.327
1250,1250,1250,32,0.399,2.052,2.450
1250,1250,1250,32,0.384,1.976,2.360
1250,1250,1250,32,0.404,1.942,2.346
1250,1250,1250,32,0.410,1.971,2.381
1250,1250,1250,32,0.372,2.088,2.459
1250,1250,1250,32,0.378,2.051,2.429
1250,1250,1250,32,0.396,1.741,2.137
1250,1250,1250,32,0.406,2.000,2.406
1250,1250,1250,32,0.441,1.972,2.413
1250,1250,1250,32,0.412,2.150,2.562
1250,1250,1250,32,0.444,2.161,2.605
1250,1250,1250,32,0.403,1.919,2.322
1250,1250,1250,32,0.414,2.002,2.416
1250,1250,1250,32,0.406,2.110,2.516
1250,1250,1250,32,0.452,1.975,2.427
1250,1250,1250,32,0.439,1.865,2.304
1250,1250,1250,32,0.395,2.088,2.483
1250,1250,1250,32,0.413,1.801,2.214
1250,1250,1250,32,0.415,2.012,2.426
1250,1250,1250,32,0.435,1.997,2.432
1250,1250,1250,32,0.456,1.752,2.208
1250,1250,1250,32,0.399,2.009,2.408
1250,1250,1250,32,0.418,2.071,2.489
1250,1250,1250,32,0.438,1.973,2.412
1250,1250,1250,32,0.426,2.141,2.567
1250,1250,1250,32,0.432,2.071,2.503
1250,1250,1250,32,0.440,1.995,2.436
1250,1250,1250,32,0.445,2.179,2.624
1250,1250,1250,32,0.427,2.063,2.490
1250,1250,1250,32,0.401,2.014,2.415
1250,1250,1250,32,0.431,2.044,2.475
1250,1250,1250,32,0.456,1.956,2.412
1250,1250,1250,32,0.461,1.916,2.377
1250,1250,1250,32,0.422,1.874,2.295
1250,1250,1250,32,0.431,2.079,2.510
1250,1250,1250,32,0.418,1.982,2.400
1250,1250,1250,32,0.429,2.049,2.478
1250,1250,1250,32,0.463,2.226,2.689
1250,1250,1250,32,0.376,2.104,2.480
1250,1250,1250,32,0.363,2.152,2.515
1250,1250,1250,32,0.397,2.081,2.478
1250,1250,1250,32,0.457,2.031,2.487
1250,1250,1250,32,0.456,1.852,2.308
1250,1250,1250,32,0.369,2.011,2.380
1250,1250,1250,32,0.397,2.064,2.461
1250,1250,1250,32,0.411,2.021,2.431
1250,1250,1250,32,0.396,2.088,2.483
1250,1250,1250,32,0.409,2.048,2.457
1250,1250,1250,32,0.405,1.928,2.332
1250,1250,1250,32,0.389,2.175,2.563
1250,1250,1250,32,0.419,2.073,2.492
1250,1250,1250,32,0.383,1.996,2.379
1250,1250,1250,32,0.357,1.961,2.318
1250,1250,1250,32,0.463,1.956,2.418
1250,1250,1250,32,0.394,1.784,2.177
1250,1250,1250,32,0.463,2.213,2.676
1250,1250,1250,32,0.410,2.102,2.512
1250,1250,1250,32,0.406,1.946,2.352
1250,1250,1250,32,0.399,2.147,2.546
1250,1250,1250,32,0.441,1.890,2.331
1250,1250,1250,32,0.384,2.125,2.509
1250,1250,1250,32,0.439,2.131,2.570
1250,1250,1250,32,0.406,1.819,2.225
1250,1250,1250,32,0.369,2.003,2.371
1250,1250,1250,32,0.397,2.177,2.573
1250,1250,1250,32,0.357,2.241,2.598
1250,1250,1250,32,0.392,2.017,2.410
1250,1250,1250,32,0.376,2.025,2.401
1250,1250,1250,32,0.360,1.939,2.299
1250,1250,1250,32,0.416,1.955,2.371
