A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,16,0.260,0.774,0.562,1.596
1250,1250,1250,16,0.201,0.781,0.611,1.593
1250,1250,1250,16,0.221,0.769,0.411,1.401
1250,1250,1250,16,0.288,0.780,0.422,1.489
1250,1250,1250,16,0.185,0.775,0.379,1.339
1250,1250,1250,16,0.193,0.779,0.405,1.377
1250,1250,1250,16,0.205,0.768,0.624,1.596
1250,1250,1250,16,0.257,0.762,0.628,1.647
1250,1250,1250,16,0.168,0.768,0.520,1.456
1250,1250,1250,16,0.228,0.785,0.380,1.393
1250,1250,1250,16,0.161,0.776,0.511,1.448
1250,1250,1250,16,0.201,0.778,0.469,1.447
1250,1250,1250,16,0.200,0.768,0.554,1.523
1250,1250,1250,16,0.213,0.769,0.389,1.371
1250,1250,1250,16,0.169,0.787,0.553,1.508
