A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
5000,5000,5000,16,2.984,51.483,1.912,56.379
5000,5000,5000,16,2.922,52.155,2.387,57.464
5000,5000,5000,16,2.831,51.666,1.854,56.351
5000,5000,5000,16,2.860,51.809,2.030,56.698
5000,5000,5000,16,2.845,51.579,1.838,56.262
5000,5000,5000,16,2.881,51.990,2.254,57.124
5000,5000,5000,16,2.914,51.600,1.845,56.359
5000,5000,5000,16,2.882,52.185,2.706,57.773
5000,5000,5000,16,2.854,51.672,2.089,56.615
5000,5000,5000,16,2.918,52.409,2.233,57.560
5000,5000,5000,16,2.849,51.703,2.087,56.640
5000,5000,5000,16,2.873,52.204,2.581,57.659
5000,5000,5000,16,2.828,51.843,2.128,56.800
5000,5000,5000,16,2.799,51.651,1.863,56.314
5000,5000,5000,16,2.842,51.510,1.710,56.062
