A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
5000,5000,5000,2,0.654,107.267,0.430,108.350
5000,5000,5000,2,0.481,107.147,0.138,107.767
5000,5000,5000,2,0.468,107.001,0.147,107.615
5000,5000,5000,2,0.475,107.143,0.137,107.755
5000,5000,5000,2,0.482,107.182,0.129,107.794
5000,5000,5000,2,0.483,107.208,0.138,107.828
5000,5000,5000,2,0.647,107.082,0.286,108.016
5000,5000,5000,2,0.480,107.199,0.139,107.818
5000,5000,5000,2,0.728,107.044,0.378,108.150
5000,5000,5000,2,0.533,107.037,0.121,107.691
5000,5000,5000,2,0.481,107.021,0.134,107.635
5000,5000,5000,2,0.485,107.109,0.137,107.731
5000,5000,5000,2,0.479,107.082,0.136,107.697
5000,5000,5000,2,0.474,107.135,0.134,107.744
5000,5000,5000,2,0.482,107.039,0.150,107.671
