A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
5000,5000,5000,4,0.766,73.638,0.457,74.861
5000,5000,5000,4,0.640,73.339,0.237,74.216
5000,5000,5000,4,0.814,73.100,0.303,74.217
5000,5000,5000,4,0.832,73.095,0.411,74.338
5000,5000,5000,4,0.653,73.206,0.206,74.065
5000,5000,5000,4,0.654,73.268,0.274,74.196
5000,5000,5000,4,0.647,72.970,0.208,73.825
5000,5000,5000,4,0.646,73.305,0.257,74.209
5000,5000,5000,4,0.647,72.852,0.373,73.872
5000,5000,5000,4,0.681,72.840,0.199,73.720
5000,5000,5000,4,0.660,72.902,0.206,73.767
5000,5000,5000,4,0.650,72.832,0.204,73.686
5000,5000,5000,4,0.653,72.759,0.185,73.598
5000,5000,5000,4,0.646,73.216,0.197,74.059
5000,5000,5000,4,0.674,72.861,0.248,73.783
