A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
5000,5000,5000,8,1.282,50.793,0.756,52.831
5000,5000,5000,8,1.316,51.032,0.729,53.076
5000,5000,5000,8,1.323,51.161,0.924,53.408
5000,5000,5000,8,1.317,51.131,0.830,53.278
5000,5000,5000,8,1.319,51.098,0.832,53.250
5000,5000,5000,8,1.317,51.098,0.817,53.232
5000,5000,5000,8,1.312,51.214,0.865,53.391
5000,5000,5000,8,1.329,51.154,0.770,53.253
5000,5000,5000,8,1.323,51.344,0.931,53.597
5000,5000,5000,8,1.321,51.225,0.907,53.453
5000,5000,5000,8,1.303,51.138,0.810,53.250
5000,5000,5000,8,1.330,51.261,0.822,53.412
5000,5000,5000,8,1.337,51.153,0.878,53.368
5000,5000,5000,8,1.324,51.104,0.770,53.197
5000,5000,5000,8,1.317,51.144,0.894,53.355
