A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
5000,5000,5000,1,0.377,175.210,0.123,175.711
5000,5000,5000,1,0.441,175.650,0.124,176.215
5000,5000,5000,1,0.425,175.642,0.123,176.191
5000,5000,5000,1,0.623,175.623,0.122,176.368
5000,5000,5000,1,0.422,175.607,0.123,176.152
5000,5000,5000,1,0.605,175.716,0.122,176.442
5000,5000,5000,1,0.477,175.612,0.123,176.212
5000,5000,5000,1,0.430,175.614,0.123,176.167
5000,5000,5000,1,0.421,175.681,0.123,176.226
5000,5000,5000,1,0.606,175.607,0.123,176.336
5000,5000,5000,1,0.611,175.615,0.123,176.350
5000,5000,5000,1,0.510,175.618,0.124,176.251
5000,5000,5000,1,0.443,175.722,0.123,176.289
5000,5000,5000,1,0.530,175.600,0.124,176.253
5000,5000,5000,1,0.427,175.625,0.124,176.175
