A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,16,0.098,0.058,0.426,0.582
500,500,500,16,0.106,0.070,0.460,0.636
500,500,500,16,0.098,0.057,0.344,0.499
500,500,500,16,0.102,0.057,0.440,0.599
500,500,500,16,0.098,0.058,0.449,0.605
500,500,500,16,0.108,0.049,0.523,0.680
500,500,500,16,0.102,0.057,0.392,0.551
500,500,500,16,0.098,0.056,0.517,0.671
500,500,500,16,0.110,0.061,0.380,0.551
500,500,500,16,0.090,0.054,0.653,0.798
500,500,500,16,0.098,0.054,0.440,0.592
500,500,500,16,0.140,0.054,0.542,0.737
500,500,500,16,0.090,0.054,0.570,0.714
500,500,500,16,0.100,0.055,0.600,0.756
500,500,500,16,0.114,0.054,0.472,0.640
