A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,2,0.001,0.084,0.002,0.087
500,500,500,2,0.001,0.086,0.001,0.089
500,500,500,2,0.001,0.088,0.002,0.091
500,500,500,2,0.001,0.091,0.002,0.095
500,500,500,2,0.001,0.092,0.002,0.095
500,500,500,2,0.001,0.095,0.002,0.098
500,500,500,2,0.001,0.095,0.002,0.098
500,500,500,2,0.001,0.095,0.002,0.098
500,500,500,2,0.001,0.095,0.002,0.098
500,500,500,2,0.001,0.096,0.002,0.100
500,500,500,2,0.001,0.099,0.002,0.102
500,500,500,2,0.001,0.099,0.002,0.102
500,500,500,2,0.001,0.099,0.002,0.102
500,500,500,2,0.001,0.095,0.002,0.098
500,500,500,2,0.001,0.095,0.002,0.099
