A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,1,0.003,0.255,0.002,0.260
500,500,500,1,0.002,0.213,0.002,0.217
500,500,500,1,0.002,0.193,0.002,0.196
500,500,500,1,0.002,0.181,0.001,0.185
500,500,500,1,0.002,0.174,0.001,0.177
500,500,500,1,0.002,0.170,0.001,0.173
500,500,500,1,0.002,0.166,0.001,0.169
500,500,500,1,0.002,0.164,0.001,0.167
500,500,500,1,0.002,0.164,0.001,0.167
500,500,500,1,0.002,0.161,0.001,0.164
500,500,500,1,0.002,0.159,0.005,0.165
500,500,500,1,0.002,0.159,0.001,0.162
500,500,500,1,0.002,0.159,0.001,0.162
500,500,500,1,0.002,0.159,0.001,0.162
500,500,500,1,0.002,0.159,0.001,0.162
