A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,4,0.001,0.052,0.003,0.056
500,500,500,4,0.001,0.054,0.002,0.058
500,500,500,4,0.002,0.059,0.006,0.067
500,500,500,4,0.002,0.060,0.008,0.069
500,500,500,4,0.002,0.060,0.005,0.066
500,500,500,4,0.002,0.061,0.005,0.067
500,500,500,4,0.001,0.059,0.003,0.063
500,500,500,4,0.001,0.061,0.003,0.065
500,500,500,4,0.002,0.066,0.008,0.075
500,500,500,4,0.002,0.066,0.009,0.076
500,500,500,4,0.001,0.061,0.003,0.065
500,500,500,4,0.002,0.064,0.006,0.072
500,500,500,4,0.002,0.065,0.007,0.074
500,500,500,4,0.002,0.066,0.008,0.075
500,500,500,4,0.002,0.061,0.003,0.065
