row,columns,threads,init,dotprod,user,elapsed,sys,pCPU
5000,5000,0,0.083925,0.035856,0.072,0.131,0.056,97.17
5000,5000,0,0.076208,0.035741,0.059,0.119,0.059,100.03
5000,5000,0,0.076372,0.035896,0.058,0.119,0.062,100.04
5000,5000,0,0.075380,0.034909,0.066,0.117,0.051,100.05
5000,5000,0,0.074053,0.034907,0.062,0.116,0.054,100.04
5000,5000,0,0.073862,0.035026,0.068,0.115,0.048,100.04
5000,5000,0,0.073952,0.034905,0.048,0.115,0.068,100.04
5000,5000,0,0.074034,0.034913,0.060,0.115,0.056,100.04
5000,5000,0,0.073972,0.034893,0.066,0.115,0.049,100.04
5000,5000,0,0.074865,0.035722,0.071,0.117,0.047,100.04
5000,5000,0,0.076266,0.035852,0.074,0.119,0.045,100.03
5000,5000,0,0.076318,0.035087,0.063,0.118,0.055,100.04
5000,5000,0,0.073892,0.034920,0.068,0.115,0.048,100.04
5000,5000,0,0.073835,0.034908,0.070,0.115,0.045,100.01
5000,5000,0,0.073964,0.034907,0.056,0.115,0.060,100.04
5000,5000,0,0.073868,0.035002,0.068,0.115,0.048,100.04
5000,5000,0,0.073852,0.034918,0.064,0.115,0.052,100.04
5000,5000,0,0.073857,0.034928,0.078,0.115,0.037,100.03
5000,5000,0,0.073993,0.034907,0.068,0.115,0.048,100.03
5000,5000,0,0.075468,0.035720,0.065,0.118,0.053,100.04
5000,5000,0,0.076261,0.035862,0.060,0.119,0.059,100.04
5000,5000,0,0.076221,0.035228,0.059,0.118,0.059,100.04
5000,5000,0,0.073886,0.034911,0.068,0.115,0.048,100.04
5000,5000,0,0.073937,0.034911,0.064,0.115,0.052,100.03
5000,5000,0,0.074044,0.034899,0.060,0.115,0.056,100.04
5000,5000,0,0.073866,0.034996,0.072,0.115,0.044,100.03
5000,5000,0,0.073843,0.034913,0.058,0.115,0.058,100.03
5000,5000,0,0.074612,0.035778,0.066,0.117,0.051,100.04
5000,5000,0,0.076305,0.035727,0.062,0.119,0.057,100.03
5000,5000,0,0.076734,0.035027,0.079,0.118,0.039,100.03
5000,5000,0,0.073892,0.034919,0.068,0.115,0.048,100.04
5000,5000,0,0.073867,0.034892,0.080,0.115,0.036,100.04
5000,5000,0,0.074000,0.034898,0.072,0.115,0.044,100.04
5000,5000,0,0.073630,0.034910,0.064,0.115,0.052,100.04
5000,5000,0,0.073592,0.034926,0.070,0.115,0.045,99.97
5000,5000,0,0.073695,0.034924,0.068,0.115,0.048,100.04
5000,5000,0,0.074228,0.035689,0.064,0.117,0.052,100.04
5000,5000,0,0.076033,0.035742,0.067,0.119,0.051,100.04
5000,5000,0,0.076088,0.035403,0.069,0.118,0.049,100.04
5000,5000,0,0.073725,0.034914,0.064,0.115,0.052,100.04
5000,5000,0,0.074116,0.034916,0.064,0.116,0.052,100.04
5000,5000,0,0.073683,0.034929,0.066,0.115,0.049,100.04
5000,5000,0,0.073884,0.034920,0.060,0.115,0.056,100.04
5000,5000,0,0.075276,0.035787,0.051,0.118,0.067,100.03
5000,5000,0,0.075911,0.035723,0.053,0.118,0.065,100.03
5000,5000,0,0.075958,0.035656,0.075,0.118,0.043,100.04
