NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
524288,724,5,1,0.003714,0.083165,0.083165,0.088,0.088,0.000,100.06
524288,724,5,1,0.003743,0.081945,0.081945,0.087,0.087,0.000,100.06
524288,724,5,1,0.003711,0.082171,0.082171,0.083,0.087,0.004,100.06
524288,724,5,1,0.003764,0.081937,0.081937,0.083,0.087,0.004,100.05
524288,724,5,1,0.003758,0.082517,0.082517,0.083,0.087,0.004,100.05
524288,724,5,1,0.003765,0.082236,0.082236,0.083,0.087,0.004,100.05
524288,724,5,1,0.003783,0.081894,0.081894,0.087,0.087,0.000,100.08
524288,724,5,1,0.003783,0.082421,0.082421,0.087,0.087,0.000,100.07
524288,724,5,1,0.003776,0.082401,0.082401,0.087,0.087,0.000,100.06
524288,724,5,1,0.003745,0.082591,0.082591,0.087,0.087,0.000,100.06
