, Version  , Processes ,        user        ,    generatePoints    ,   classifyPoint    ,       Total        ,      Speedup       ,      Efficiency     
,  Serial  ,1,1.31885714285714,0.044097428571429,1.288084,1.33218142857143,1,1
, Parallel ,1,1.209,0.040355428571429,1.182268,1.22262342857143,1.08960894862616,1.08960894862616
, Parallel ,2,1.56742857142857,0.024172714285714,0.828592857142857,0.852765571428571,1.56218950811972,0.781094754059858
, Parallel ,4,2.50742857142857,0.021715142857143,0.74431,0.766025142857143,1.73908316325313,0.434770790813282
, Parallel ,8,4.49385714285714,0.012966857142857,0.761953857142857,0.774920714285714,1.71911965187222,0.214889956484027
, Parallel ,16,3.76285714285714,0.012398857142857,0.744179142857143,0.756578,1.76079852780735,0.110049907987959
