A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,16,0.132,0.434,0.407,0.974
1000,1000,1000,16,0.136,0.417,0.493,1.046
1000,1000,1000,16,0.124,0.415,0.408,0.947
1000,1000,1000,16,0.152,0.418,0.665,1.235
1000,1000,1000,16,0.180,0.411,0.396,0.987
1000,1000,1000,16,0.168,0.417,0.606,1.191
1000,1000,1000,16,0.232,0.428,0.661,1.322
1000,1000,1000,16,0.189,0.425,0.560,1.175
1000,1000,1000,16,0.180,0.432,0.545,1.157
1000,1000,1000,16,0.119,0.402,0.602,1.123
1000,1000,1000,16,0.132,0.414,0.598,1.144
1000,1000,1000,16,0.120,0.409,0.377,0.906
1000,1000,1000,16,0.152,0.421,0.673,1.246
1000,1000,1000,16,0.140,0.418,0.437,0.995
1000,1000,1000,16,0.184,0.402,0.543,1.129
