A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,8,0.008,0.356,0.019,0.383
1000,1000,1000,8,0.009,0.388,0.031,0.428
1000,1000,1000,8,0.011,0.396,0.031,0.437
1000,1000,1000,8,0.010,0.393,0.027,0.431
1000,1000,1000,8,0.010,0.386,0.018,0.414
1000,1000,1000,8,0.010,0.400,0.032,0.442
1000,1000,1000,8,0.010,0.395,0.029,0.435
1000,1000,1000,8,0.010,0.393,0.026,0.429
1000,1000,1000,8,0.010,0.398,0.035,0.443
1000,1000,1000,8,0.011,0.413,0.055,0.479
1000,1000,1000,8,0.010,0.399,0.035,0.444
1000,1000,1000,8,0.013,0.399,0.032,0.443
1000,1000,1000,8,0.010,0.395,0.031,0.437
1000,1000,1000,8,0.010,0.422,0.058,0.490
1000,1000,1000,8,0.010,0.396,0.028,0.434
