A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1000,1000,1000,0,0.020,0.520,0.040,0.580
1000,1000,1000,0,0.010,0.510,0.010,0.530
1000,1000,1000,0,0.010,0.500,0.000,0.510
1000,1000,1000,0,0.000,0.490,0.010,0.500
1000,1000,1000,0,0.010,0.440,0.000,0.450
1000,1000,1000,0,0.000,0.450,0.010,0.460
1000,1000,1000,0,0.010,0.450,0.000,0.460
1000,1000,1000,0,0.000,0.450,0.010,0.460
1000,1000,1000,0,0.000,0.460,0.000,0.460
1000,1000,1000,0,0.000,0.460,0.000,0.460
1000,1000,1000,0,0.000,0.460,0.010,0.470
1000,1000,1000,0,0.010,0.460,0.010,0.480
1000,1000,1000,0,0.010,0.470,0.000,0.480
1000,1000,1000,0,0.000,0.460,0.010,0.470
1000,1000,1000,0,0.010,0.470,0.000,0.480
