A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,16,0.104,0.446,0.000,0.550
500,500,500,16,0.116,0.457,0.000,0.573
500,500,500,16,0.158,0.436,0.000,0.593
500,500,500,16,0.107,0.435,0.000,0.542
500,500,500,16,0.120,0.496,0.000,0.616
500,500,500,16,0.124,0.457,0.000,0.581
500,500,500,16,0.198,0.480,0.000,0.678
500,500,500,16,0.100,0.444,0.000,0.544
500,500,500,16,0.176,0.467,0.000,0.643
500,500,500,16,0.162,0.426,0.000,0.588
500,500,500,16,0.128,0.432,0.000,0.561
500,500,500,16,0.120,0.465,0.000,0.585
500,500,500,16,0.145,0.453,0.000,0.598
500,500,500,16,0.096,0.432,0.000,0.528
500,500,500,16,0.148,0.459,0.000,0.607
