A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,1,0.002,0.618,0.000,0.619
500,500,500,1,0.001,0.491,0.000,0.492
500,500,500,1,0.001,0.455,0.000,0.456
500,500,500,1,0.001,0.448,0.000,0.449
500,500,500,1,0.001,0.436,0.000,0.437
500,500,500,1,0.001,0.445,0.000,0.446
500,500,500,1,0.001,0.437,0.000,0.438
500,500,500,1,0.001,0.444,0.000,0.445
500,500,500,1,0.001,0.444,0.000,0.445
500,500,500,1,0.001,0.439,0.000,0.440
500,500,500,1,0.001,0.444,0.000,0.445
500,500,500,1,0.001,0.444,0.000,0.445
500,500,500,1,0.001,0.439,0.000,0.439
500,500,500,1,0.001,0.446,0.000,0.447
500,500,500,1,0.001,0.446,0.000,0.447
