A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,2,0.001,0.244,0.000,0.245
500,500,500,2,0.001,0.271,0.000,0.272
500,500,500,2,0.001,0.280,0.000,0.281
500,500,500,2,0.001,0.285,0.000,0.285
500,500,500,2,0.001,0.285,0.000,0.286
500,500,500,2,0.001,0.286,0.000,0.286
500,500,500,2,0.001,0.284,0.000,0.284
500,500,500,2,0.001,0.286,0.000,0.287
500,500,500,2,0.001,0.287,0.000,0.288
500,500,500,2,0.001,0.288,0.000,0.288
500,500,500,2,0.001,0.285,0.000,0.285
500,500,500,2,0.001,0.299,0.000,0.299
500,500,500,2,0.001,0.284,0.000,0.285
500,500,500,2,0.001,0.284,0.000,0.285
500,500,500,2,0.001,0.288,0.000,0.289
