A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,16,0.162,1.461,0.495,2.118
1500,1500,1500,16,0.126,1.472,0.599,2.197
1500,1500,1500,16,0.175,1.474,0.701,2.350
1500,1500,1500,16,0.148,1.468,0.734,2.350
1500,1500,1500,16,0.146,1.451,0.733,2.330
1500,1500,1500,16,0.123,1.486,0.734,2.342
1500,1500,1500,16,0.143,1.463,0.719,2.325
1500,1500,1500,16,0.131,1.472,0.791,2.394
1500,1500,1500,16,0.137,1.455,0.509,2.101
1500,1500,1500,16,0.146,1.472,0.611,2.229
1500,1500,1500,16,0.110,1.472,0.556,2.138
1500,1500,1500,16,0.143,1.488,0.635,2.266
1500,1500,1500,16,0.110,1.459,0.573,2.143
1500,1500,1500,16,0.126,1.449,0.667,2.243
1500,1500,1500,16,0.271,1.522,1.092,2.885
