A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,2,0.013,2.854,0.011,2.879
1500,1500,1500,2,0.013,2.885,0.013,2.911
1500,1500,1500,2,0.013,2.881,0.010,2.904
1500,1500,1500,2,0.013,2.879,0.013,2.905
1500,1500,1500,2,0.013,2.878,0.012,2.903
1500,1500,1500,2,0.013,2.879,0.014,2.905
1500,1500,1500,2,0.013,2.885,0.017,2.915
1500,1500,1500,2,0.014,2.879,0.012,2.904
1500,1500,1500,2,0.013,2.878,0.012,2.903
1500,1500,1500,2,0.013,2.882,0.014,2.909
1500,1500,1500,2,0.013,2.878,0.013,2.904
1500,1500,1500,2,0.013,2.879,0.013,2.906
1500,1500,1500,2,0.015,2.880,0.011,2.906
1500,1500,1500,2,0.013,2.883,0.016,2.912
1500,1500,1500,2,0.013,2.879,0.012,2.903
