| Version  | Processes |     ReadFromFile     | MatrixDot&WriteToFile |      Elapsed       |      Speedup       |      Efficiency     |
|  Serial  |     1     |          0           |   1.8846666666666667  | 1.8846666666666667 |        1.0         |         1.0         |
| Parallel |     1     | 0.014800000000000006 |         4.7256        | 4.740266666666666  | 0.3975866336633664 |  0.3975866336633664 |
| Parallel |     2     | 0.012466666666666671 |         2.8754        | 2.8879333333333337 | 0.6526004755419099 | 0.32630023777095496 |
| Parallel |     4     | 0.015533333333333336 |   1.9341333333333333  | 1.9496666666666667 | 0.9666609676867841 | 0.24166524192169603 |
| Parallel |     8     | 0.019733333333333335 |   1.3521333333333334  | 1.3714666666666666 | 1.3741979389461405 | 0.17177474236826756 |
| Parallel |     16    | 0.12946666666666665  |   1.9555999999999998  | 2.085266666666667  | 0.9038012724191948 | 0.05648757952619968 |
