A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,8,0.020,1.333,0.088,1.441
1500,1500,1500,8,0.021,1.385,0.090,1.496
1500,1500,1500,8,0.021,1.382,0.089,1.492
1500,1500,1500,8,0.021,1.384,0.097,1.502
1500,1500,1500,8,0.022,1.385,0.094,1.501
1500,1500,1500,8,0.020,1.379,0.093,1.491
1500,1500,1500,8,0.019,1.377,0.086,1.482
1500,1500,1500,8,0.021,1.373,0.084,1.479
1500,1500,1500,8,0.020,1.376,0.085,1.480
1500,1500,1500,8,0.020,1.365,0.071,1.457
1500,1500,1500,8,0.021,1.380,0.085,1.486
1500,1500,1500,8,0.020,1.365,0.072,1.457
1500,1500,1500,8,0.022,1.377,0.085,1.484
1500,1500,1500,8,0.021,1.365,0.078,1.464
1500,1500,1500,8,0.022,1.370,0.078,1.470
