A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,1,0.018,4.780,0.013,4.811
1500,1500,1500,1,0.015,4.695,0.011,4.721
1500,1500,1500,1,0.014,4.704,0.011,4.729
1500,1500,1500,1,0.013,4.701,0.011,4.726
1500,1500,1500,1,0.013,4.710,0.011,4.734
1500,1500,1500,1,0.013,4.720,0.011,4.744
1500,1500,1500,1,0.014,4.714,0.011,4.739
1500,1500,1500,1,0.013,4.716,0.011,4.740
1500,1500,1500,1,0.014,4.720,0.011,4.745
1500,1500,1500,1,0.013,4.717,0.011,4.742
1500,1500,1500,1,0.014,4.711,0.011,4.736
1500,1500,1500,1,0.013,4.713,0.011,4.737
1500,1500,1500,1,0.014,4.715,0.011,4.740
1500,1500,1500,1,0.014,4.718,0.011,4.743
1500,1500,1500,1,0.013,4.721,0.011,4.746
