A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,1,0.028,4.826,0.011,4.865
1500,1500,1500,1,0.014,4.670,0.011,4.695
1500,1500,1500,1,0.013,4.692,0.011,4.716
1500,1500,1500,1,0.013,4.708,0.011,4.732
1500,1500,1500,1,0.014,4.714,0.011,4.739
1500,1500,1500,1,0.013,4.711,0.011,4.736
1500,1500,1500,1,0.013,4.718,0.011,4.742
1500,1500,1500,1,0.013,4.711,0.011,4.735
1500,1500,1500,1,0.014,4.708,0.011,4.733
1500,1500,1500,1,0.014,4.708,0.011,4.733
1500,1500,1500,1,0.014,4.712,0.011,4.737
1500,1500,1500,1,0.013,4.703,0.011,4.727
1500,1500,1500,1,0.014,4.713,0.011,4.738
1500,1500,1500,1,0.013,4.707,0.011,4.732
1500,1500,1500,1,0.013,4.703,0.011,4.727
