A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,8,0.017,1.331,0.093,1.441
1500,1500,1500,8,0.020,1.384,0.090,1.495
1500,1500,1500,8,0.022,1.376,0.077,1.475
1500,1500,1500,8,0.021,1.380,0.091,1.491
1500,1500,1500,8,0.020,1.398,0.107,1.525
1500,1500,1500,8,0.020,1.377,0.083,1.480
1500,1500,1500,8,0.020,1.396,0.105,1.521
1500,1500,1500,8,0.020,1.397,0.096,1.514
1500,1500,1500,8,0.020,1.390,0.085,1.495
1500,1500,1500,8,0.020,1.427,0.134,1.581
1500,1500,1500,8,0.021,1.392,0.106,1.518
1500,1500,1500,8,0.021,1.374,0.084,1.479
1500,1500,1500,8,0.020,1.374,0.085,1.479
1500,1500,1500,8,0.021,1.385,0.102,1.507
1500,1500,1500,8,0.020,1.376,0.081,1.478
