NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
1048576,1024,10,8,0.002543,0.126183,0.126183,0.892,0.130,0.008,692.19
1048576,1024,10,8,0.002534,0.123803,0.123803,0.887,0.128,0.000,694.81
1048576,1024,10,8,0.002519,0.123409,0.123409,0.878,0.127,0.004,693.21
1048576,1024,10,8,0.002576,0.122996,0.122996,0.869,0.127,0.012,693.90
1048576,1024,10,8,0.002542,0.123331,0.123331,0.873,0.127,0.008,692.49
1048576,1024,10,8,0.002534,0.122760,0.122760,0.879,0.127,0.000,694.58
1048576,1024,10,8,0.002551,0.123193,0.123193,0.876,0.127,0.004,693.05
1048576,1024,10,8,0.002550,0.123254,0.123254,0.866,0.127,0.016,693.35
1048576,1024,10,8,0.002536,0.123011,0.123011,0.875,0.127,0.004,693.10
1048576,1024,10,8,0.002536,0.123365,0.123365,0.874,0.127,0.008,693.77
