NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
4194304,2048,5,8,0.014651,0.774770,0.774770,4.526,0.794,0.028,573.67
4194304,2048,5,8,0.012299,0.784826,0.784826,4.546,0.802,0.056,574.17
4194304,2048,5,8,0.012340,0.769210,0.769210,4.460,0.786,0.044,573.10
4194304,2048,5,8,0.012300,0.774469,0.774469,4.480,0.791,0.052,572.75
4194304,2048,5,8,0.012354,0.777328,0.777328,4.507,0.794,0.036,572.04
4194304,2048,5,8,0.012330,0.781486,0.781486,4.522,0.798,0.036,571.00
4194304,2048,5,8,0.012268,0.765590,0.765590,4.455,0.782,0.048,575.70
4194304,2048,5,8,0.012291,0.770762,0.770762,4.486,0.787,0.044,575.33
4194304,2048,5,8,0.012310,0.771608,0.771608,4.490,0.788,0.036,574.10
4194304,2048,5,8,0.012318,0.772905,0.772905,4.490,0.790,0.048,574.67
4194304,2048,5,8,0.012291,0.767216,0.767216,4.473,0.784,0.044,576.20
4194304,2048,5,8,0.012005,0.790334,0.790334,4.560,0.807,0.060,572.67
4194304,2048,5,8,0.011523,0.770082,0.770082,4.492,0.786,0.032,575.65
4194304,2048,5,8,0.012079,0.772667,0.772667,4.529,0.789,0.012,575.48
4194304,2048,5,8,0.012272,0.776173,0.776173,4.490,0.793,0.056,573.37
4194304,2048,5,8,0.012366,0.779375,0.779375,4.500,0.796,0.044,570.79
4194304,2048,5,8,0.012177,0.776045,0.776045,4.483,0.793,0.032,569.62
4194304,2048,5,8,0.012235,0.777692,0.777692,4.492,0.794,0.052,572.04
4194304,2048,5,8,0.012189,0.773247,0.773247,4.483,0.790,0.036,572.17
4194304,2048,5,8,0.012017,0.785596,0.785596,4.500,0.802,0.048,566.97
4194304,2048,5,8,0.012411,0.792527,0.792527,4.575,0.809,0.032,569.29
4194304,2048,5,8,0.011738,0.791410,0.791410,4.540,0.808,0.044,567.65
4194304,2048,5,8,0.011628,0.779295,0.779295,4.452,0.795,0.064,567.84
4194304,2048,5,8,0.012234,0.780041,0.780041,4.476,0.797,0.048,567.85
4194304,2048,5,8,0.012245,0.773578,0.773578,4.460,0.790,0.056,571.53
4194304,2048,5,8,0.012221,0.770879,0.770879,4.485,0.788,0.036,574.05
4194304,2048,5,8,0.012226,0.777623,0.777623,4.537,0.794,0.024,574.32
4194304,2048,5,8,0.012218,0.774163,0.774163,4.492,0.791,0.032,572.07
4194304,2048,5,8,0.012214,0.777503,0.777503,4.525,0.794,0.024,572.81
4194304,2048,5,8,0.012168,0.781119,0.781119,4.516,0.798,0.060,573.60
4194304,2048,5,8,0.012225,0.778589,0.778589,4.512,0.795,0.044,572.94
4194304,2048,5,8,0.012170,0.777355,0.777355,4.487,0.794,0.056,572.21
4194304,2048,5,8,0.012199,0.782409,0.782409,4.525,0.799,0.032,570.29
4194304,2048,5,8,0.011583,0.778123,0.778123,4.485,0.794,0.036,569.29
4194304,2048,5,8,0.012115,0.786164,0.786164,4.516,0.803,0.052,569.05
4194304,2048,5,8,0.012288,0.773003,0.773003,4.492,0.790,0.024,571.84
4194304,2048,5,8,0.012271,0.774536,0.774536,4.496,0.791,0.036,572.77
4194304,2048,5,8,0.012185,0.786536,0.786536,4.577,0.803,0.032,573.85
4194304,2048,5,8,0.011767,0.782242,0.782242,4.559,0.798,0.028,574.57
4194304,2048,5,8,0.012195,0.772123,0.772123,4.496,0.789,0.032,574.14
