NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
16384,128,5,1,0.000121,0.003117,0.003238,0.005,0.005,0.000,101.08
16384,128,5,1,0.000116,0.003056,0.003172,0.005,0.005,0.000,101.38
16384,128,5,1,0.000200,0.005147,0.005347,0.007,0.007,0.000,100.96
16384,128,5,1,0.000115,0.003089,0.003204,0.005,0.005,0.000,101.43
16384,128,5,1,0.000114,0.003096,0.003210,0.005,0.005,0.000,101.50
16384,128,5,1,0.000116,0.003035,0.003151,0.002,0.005,0.003,101.85
16384,128,5,1,0.000112,0.003695,0.003807,0.005,0.005,0.000,101.23
16384,128,5,1,0.000111,0.003032,0.003143,0.005,0.005,0.000,101.42
16384,128,5,1,0.000111,0.003111,0.003222,0.005,0.005,0.000,101.31
16384,128,5,1,0.000116,0.003065,0.003181,0.000,0.005,0.004,101.37
16384,128,5,1,0.000113,0.003109,0.003222,0.005,0.005,0.000,98.77
16384,128,5,1,0.000113,0.003139,0.003252,0.005,0.005,0.000,101.14
16384,128,5,1,0.000116,0.003466,0.003582,0.003,0.005,0.002,98.89
16384,128,5,1,0.000116,0.003116,0.003232,0.000,0.005,0.004,101.28
16384,128,5,1,0.000113,0.005324,0.005437,0.007,0.007,0.000,100.97
16384,128,5,1,0.000112,0.003063,0.003175,0.000,0.005,0.004,101.36
16384,128,5,1,0.000109,0.003174,0.003283,0.005,0.005,0.000,101.36
16384,128,5,1,0.000112,0.003057,0.003169,0.004,0.005,0.000,101.43
16384,128,5,1,0.000113,0.004914,0.005027,0.006,0.006,0.000,97.98
16384,128,5,1,0.000119,0.003070,0.003189,0.000,0.005,0.004,101.69
16384,128,5,1,0.000160,0.003035,0.003195,0.005,0.005,0.000,101.32
16384,128,5,1,0.000113,0.003057,0.003170,0.005,0.005,0.000,101.34
16384,128,5,1,0.000117,0.003056,0.003173,0.003,0.005,0.002,101.50
16384,128,5,1,0.000111,0.003115,0.003226,0.005,0.005,0.000,101.40
16384,128,5,1,0.000112,0.003103,0.003215,0.005,0.005,0.000,101.47
