| Version  | Processes |     generatePoints     | classifyPoint |          user         |        Elapsed        |       Speedup       |      Efficiency      |
|  Serial  |     1     | 0.0004955199999999999  |   0.00141092  | 0.0028400000000000005 |        0.00268        |         1.0         |         1.0          |
| Parallel |     1     | 0.00047052000000000004 |   0.0035074   |        0.00444        |        0.00504        |  0.5317460317460317 |  0.5317460317460317  |
| Parallel |     2     |  0.007808119999999999  |   0.0028134   |        0.00888        | 0.0078000000000000005 |  0.3435897435897436 |  0.1717948717948718  |
| Parallel |     4     |       0.01082808       |   0.00233532  |        0.01252        | 0.0058000000000000005 | 0.46206896551724136 | 0.11551724137931034  |
| Parallel |     8     |       0.02418048       |   0.00410824  |        0.02336        |  0.006560000000000002 |  0.4085365853658536 |  0.0510670731707317  |
| Parallel |     16    |       0.04652208       |   0.02603952  |         0.0182        |  0.015960000000000002 | 0.16791979949874686 | 0.010494987468671679 |
