NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
16384,128,5,4,0.009299,0.001676,0.012,0.005,0.000,224.02
16384,128,5,4,0.008420,0.001928,0.012,0.005,0.000,215.05
16384,128,5,4,0.007382,0.009252,0.013,0.006,0.004,317.29
16384,128,5,4,0.010209,0.006980,0.019,0.006,0.000,293.80
16384,128,5,4,0.010179,0.001666,0.013,0.006,0.000,231.99
16384,128,5,4,0.008286,0.001550,0.004,0.005,0.007,217.01
16384,128,5,4,0.010559,0.001350,0.000,0.005,0.013,240.10
16384,128,5,4,0.010347,0.001725,0.014,0.006,0.000,224.54
16384,128,5,4,0.011478,0.002319,0.015,0.007,0.000,215.81
16384,128,5,4,0.011242,0.001327,0.014,0.006,0.000,235.07
16384,128,5,4,0.011285,0.002101,0.014,0.006,0.000,248.99
16384,128,5,4,0.011384,0.006818,0.019,0.006,0.000,302.03
16384,128,5,4,0.012133,0.001435,0.005,0.006,0.010,244.15
16384,128,5,4,0.010422,0.001838,0.000,0.006,0.013,220.80
16384,128,5,4,0.010209,0.001418,0.013,0.005,0.000,239.13
16384,128,5,4,0.011823,0.001652,0.015,0.006,0.000,230.75
16384,128,5,4,0.010758,0.002116,0.014,0.006,0.000,227.82
16384,128,5,4,0.011545,0.001435,0.014,0.006,0.000,251.64
16384,128,5,4,0.011682,0.001265,0.014,0.006,0.000,244.75
16384,128,5,4,0.011345,0.001282,0.014,0.005,0.000,249.74
16384,128,5,4,0.012194,0.001322,0.015,0.006,0.000,259.81
16384,128,5,4,0.013834,0.001872,0.017,0.007,0.000,232.49
16384,128,5,4,0.012169,0.001286,0.015,0.006,0.000,240.96
16384,128,5,4,0.009941,0.001502,0.013,0.005,0.000,238.33
16384,128,5,4,0.012577,0.001268,0.015,0.006,0.000,246.22
