NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
16384,128,5,8,0.023089,0.002339,0.000,0.007,0.026,409.59
16384,128,5,8,0.023367,0.001697,0.007,0.006,0.019,444.79
16384,128,5,8,0.023619,0.003832,0.029,0.007,0.000,428.83
16384,128,5,8,0.025430,0.001734,0.029,0.007,0.000,434.93
16384,128,5,8,0.023754,0.001896,0.027,0.007,0.000,407.28
16384,128,5,8,0.024471,0.001768,0.027,0.007,0.000,421.48
16384,128,5,8,0.023867,0.010214,0.035,0.006,0.000,566.09
16384,128,5,8,0.025898,0.001675,0.018,0.007,0.011,439.06
16384,128,5,8,0.025077,0.002192,0.007,0.007,0.021,429.93
16384,128,5,8,0.021436,0.001463,0.000,0.006,0.024,408.17
16384,128,5,8,0.023363,0.003887,0.020,0.006,0.008,448.86
16384,128,5,8,0.024173,0.001896,0.027,0.006,0.000,428.96
16384,128,5,8,0.026654,0.002713,0.031,0.007,0.000,417.01
16384,128,5,8,0.024982,0.001984,0.028,0.006,0.000,442.48
16384,128,5,8,0.023401,0.014390,0.039,0.006,0.000,620.38
16384,128,5,8,0.025122,0.009737,0.036,0.006,0.000,569.80
16384,128,5,8,0.026872,0.001726,0.030,0.006,0.000,458.92
16384,128,5,8,0.023844,0.001618,0.007,0.006,0.020,426.18
16384,128,5,8,0.022766,0.001618,0.019,0.006,0.007,408.71
16384,128,5,8,0.025525,0.002032,0.019,0.006,0.009,442.60
16384,128,5,8,0.023394,0.005251,0.029,0.010,0.000,309.57
16384,128,5,8,0.022725,0.002118,0.026,0.006,0.000,433.21
16384,128,5,8,0.024015,0.011470,0.037,0.007,0.000,558.14
16384,128,5,8,0.022096,0.011116,0.034,0.007,0.000,504.94
16384,128,5,8,0.025572,0.002340,0.023,0.006,0.006,454.46
