NPoints,K,NClusters,processes,generate,classify,user,elapsed,sys,pCPU
16384,128,5,0,0.000417,0.001251,0.003,0.002,0.000,109.34
16384,128,5,0,0.000443,0.001320,0.002,0.002,0.000,103.31
16384,128,5,0,0.000581,0.001248,0.003,0.002,0.000,103.40
16384,128,5,0,0.000475,0.001383,0.003,0.003,0.000,104.17
16384,128,5,0,0.000476,0.001419,0.003,0.003,0.000,102.49
16384,128,5,0,0.000517,0.001565,0.003,0.003,0.000,103.17
16384,128,5,0,0.000473,0.001338,0.003,0.002,0.000,103.59
16384,128,5,0,0.000459,0.001519,0.003,0.003,0.000,103.38
16384,128,5,0,0.000586,0.002018,0.004,0.003,0.000,103.80
16384,128,5,0,0.000406,0.001319,0.003,0.002,0.000,104.16
16384,128,5,0,0.000473,0.001384,0.003,0.003,0.000,103.22
16384,128,5,0,0.000460,0.001336,0.003,0.003,0.000,103.50
16384,128,5,0,0.000465,0.001333,0.003,0.002,0.000,104.25
16384,128,5,0,0.000459,0.001330,0.003,0.002,0.000,103.48
16384,128,5,0,0.000471,0.001371,0.003,0.003,0.000,104.02
16384,128,5,0,0.000494,0.001319,0.003,0.003,0.000,103.40
16384,128,5,0,0.000795,0.001309,0.000,0.003,0.003,105.02
16384,128,5,0,0.000476,0.001337,0.003,0.002,0.000,103.58
16384,128,5,0,0.000464,0.001609,0.003,0.003,0.000,103.17
16384,128,5,0,0.000475,0.001394,0.003,0.003,0.000,105.88
16384,128,5,0,0.000558,0.001362,0.003,0.003,0.000,103.37
16384,128,5,0,0.000475,0.001428,0.003,0.003,0.000,103.40
16384,128,5,0,0.000498,0.001355,0.002,0.003,0.000,103.29
16384,128,5,0,0.000488,0.001648,0.003,0.003,0.000,102.96
16384,128,5,0,0.000504,0.001378,0.003,0.003,0.000,100.22
