NPoints,K,NClusters,processes,generate, classify, user, elapsed, sys, pCPU
16384,128,5,2,0.004867,0.002474,0.008,0.006,0.000,149.83
16384,128,5,2,0.004283,0.003271,0.008,0.005,0.000,164.91
16384,128,5,2,0.004436,0.002013,0.000,0.005,0.010,184.20
16384,128,5,2,0.004110,0.001820,0.007,0.005,0.000,134.42
16384,128,5,2,0.003858,0.002493,0.007,0.005,0.000,134.76
16384,128,5,2,0.003258,0.002233,0.006,0.005,0.000,130.01
16384,128,5,2,0.004219,0.001987,0.007,0.005,0.000,137.41
16384,128,5,2,0.011662,0.002810,0.016,0.009,0.000,175.79
16384,128,5,2,0.003426,0.001958,0.006,0.005,0.000,130.96
16384,128,5,2,0.002982,0.002559,0.007,0.005,0.000,124.27
16384,128,5,2,0.003770,0.001859,0.007,0.005,0.000,135.44
16384,128,5,2,0.006567,0.001854,0.009,0.006,0.000,152.19
16384,128,5,2,0.005559,0.001666,0.008,0.005,0.000,151.77
16384,128,5,2,0.005812,0.001743,0.009,0.006,0.000,151.35
16384,128,5,2,0.003786,0.002202,0.007,0.005,0.000,131.27
16384,128,5,2,0.008005,0.006538,0.016,0.009,0.000,175.36
16384,128,5,2,0.005376,0.001706,0.008,0.006,0.000,142.09
16384,128,5,2,0.014282,0.001608,0.009,0.010,0.009,167.20
16384,128,5,2,0.008988,0.001780,0.012,0.008,0.000,143.30
16384,128,5,2,0.003682,0.002128,0.007,0.006,0.000,126.28
16384,128,5,2,0.006810,0.002997,0.011,0.007,0.000,143.48
16384,128,5,2,0.008016,0.001637,0.010,0.007,0.000,150.18
16384,128,5,2,0.005654,0.002321,0.009,0.006,0.000,151.63
16384,128,5,2,0.004428,0.003056,0.009,0.005,0.000,163.77
16384,128,5,2,0.005592,0.002678,0.009,0.006,0.000,158.48
